ID,Author,Title,Place,Publisher,begin,end,Form,"Link (Trove, Digitised Pamphlet etc.)",Word Count,Place,PlaceNoState,Latitiude,Longitude
634,Unknown,A SUGGESTION FROM ENGLAND.,"Castlemaine, VIC",Mount Alexander Mail,29/03/1892,30/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/200514162,325,"Castlemaine, VIC",Castlemaine,-37.06497164,144.2183674
633,Unknown,THE WINDSOR MURDERER.,"Melbourne, VIC",The Argus,29/03/1892,30/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/8409409,1670,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
632,Unknown,A CRIMINAL OF THE CENTURY.,"Adelaide, SA",South Australian Register,29/03/1892,30/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/48223912,2785,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
631,Unknown,THE WINDSOR MURDERER.,"Melbourne, VIC",The Argus,29/03/1892,30/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/8409347,1670,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
630,Unknown,ALIASES OF FREDERICK BAYLEY DEEMING.,"Brisbane, QLD",The Telegraph,29/03/1892,30/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/174045827,210,"Brisbane, QLD",Brisbane,-27.44979033,153.0554909
629,Unknown,WINDSOR MURDER.,"Sydney, NSW",The Australian Star,29/03/1892,30/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/229579065,1433,"Sydney, NSW",Sydney,-33.87041555,151.2408677
628,Unknown,DEEMING CONFESSES.,"Maitland, NSW",The Maitland Mercury and Hunter River General Advertiser,29/03/1892,30/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/19008168,N/A,"Maitland, NSW",Maitland,-32.73155209,151.5509751
390,Unknown,THE CAREER OF FREDERICK BAYLEY DEEMING.,"Hay, NSW",The Riverine Grazier,29/03/1892,30/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/140465419,1671,"Hay, NSW",Hay,-34.49806862,144.8347941
389,Unknown,"IS DEEMING ""JACK THE RIPPER?""","Hobart, TAS",The Mercury,29/03/1892,30/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/12739164,,"Hobart, TAS",Hobart,-42.88049268,147.3193518
388,Unknown,Deeming's Confession at Perth,"Camperdown, VIC",Camperdown Chronicle,29/03/1892,30/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/18601201,,"Camperdown, VIC",Camperdown,-38.23406767,143.1473095
387,Unknown,"IS DEEMING ""JACK THE-RIPPER.""","Launceston, TAS",Launceston Examiner,29/03/1892,30/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/39461178,,"Launceston, TAS",Launceston,-41.43860847,147.1365488
386,Unknown,The Windsor Murder,"Perth, WA",The West Australian,29/03/1892,30/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/3033769/756068,,"Perth, WA",Perth,-31.80289259,115.9542027
14,Unknown,The Question of Deeming's Sanity,"Camperdown, VIC",Camperdown Chronicle,03/05/1892,04/05/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/18601719,,"Camperdown, VIC",Camperdown,-38.23406767,143.1473095
15,Unknown,FREDERICK BAILEY DEEMING. HIS LIFE AND HIS CRIMES. FROM THE CRADLE TO THE GALLOWS. A CRIMINAL OCTOPUS. THE SEVEN AGES OF A MURDERER. IN HIS TIME HE HAS PLAYED MANY PARTS. NO V. ,"Bathurst, NSW",National Advocate,03/06/1892,04/06/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/156659805,,"Bathurst, NSW",Bathurst,-33.41482167,149.5778372
681,Unknown,THE WINDSOR TRAGEDY.,"Sydney, NSW",The Sydney Morning Herald,30/03/1892,31/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/13858075,639,"Sydney, NSW",Sydney,-33.87041555,151.2408677
680,Unknown,PRISONER UNDER MILITARY GUARD.,"Hobart, TAS",The Mercury,30/03/1892,31/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/12739195,N/A,"Hobart, TAS",Hobart,-42.88049268,147.3193518
679,Unknown,"THE WINDSOR, MURDERER.","Melbourne, VIC",The Argus,30/03/1892,31/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/8409524,N/A,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
678,Unknown,THE LATE MRS. DEEMING AN EMIGRANT.,"Sydney, NSW",The Sydney Morning Herald,30/03/1892,31/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/13858077,N/A,"Sydney, NSW",Sydney,-33.87041555,151.2408677
677,Unknown,DEEMING IN QUEENSLAND.,"Launceston, TAS",Daily Telegraph,30/03/1892,31/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/153210396,182,"Launceston, TAS",Launceston,-41.43860847,147.1365488
676,Unknown,The Windsor Murder.,"Lismore, NSW",Northern Star,30/03/1892,31/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/71738375,772,"Lismore, NSW",Lismore,-28.80707602,153.2861406
675,Unknown,EVIDENCE AT THE RAINHILL INQUEST.,"Portland, VIC",Portland Guardian,30/03/1892,31/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/65438463,392,"Portland, VIC",Portland,-38.25543638,141.5753424
674,Unknown,THE WINDSOR MURDER.,"Perth, WA",The West Australian,30/03/1892,31/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/3033810,N/A,"Perth, WA",Perth,-31.80289259,115.9542027
673,Unknown,DEEMING FOUND GUILTY OF WILFUL MURDER.,"Bendigo, VIC",Bendigo Advertiser,30/03/1892,31/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/89016595,1013,"Bendigo, VIC",Bendigo,-36.75951599,144.2790369
672,Unknown,THE WINDSOR MURDER.,"Adelaide, SA",The Advertiser,30/03/1892,31/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/24817295,99,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
671,Unknown,THE WTNDSOR MURDER.,"Brisbane, QLD",The Brisbane Courier,30/03/1892,31/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/3539655,N/A,"Brisbane, QLD",Brisbane,-27.44979033,153.0554909
670,Unknown,WINDSOR TRAGEDY.,"Launceston, TAS",Launceston Examiner,30/03/1892,31/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/39461248,767,"Launceston, TAS",Launceston,-41.43860847,147.1365488
669,Unknown,The Windsor Murder.,"Toowoomba, QLD",Western Star and Roma Advertiser,30/03/1892,31/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/97512169,1904,"Toowoomba, QLD",Toowoomba,-27.54724155,151.9533803
668,Unknown,THE WINDSOR TRAGEDY.,"Sydney, NSW",Evening News,30/03/1892,31/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/113752097,741,"Sydney, NSW",Sydney,-33.87041555,151.2408677
667,Unknown,DEEMING AND THE INSURANCE COMPANIES.,"Launceston, TAS",Launceston Examiner,30/03/1892,31/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/39461242,563,"Launceston, TAS",Launceston,-41.43860847,147.1365488
666,Unknown,THE INQUEST.,"Perth, WA",The Inquirer and Commercial News,30/03/1892,31/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/69706928,500,"Perth, WA",Perth,-31.80289259,115.9542027
665,Unknown,THE WINDSOR TRAGEDY,"Sydney, NSW",The Daily Telegraph,30/03/1892,31/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/236049497,27,"Sydney, NSW",Sydney,-33.87041555,151.2408677
664,Unknown,LATEST LONDON TELEGRAMS.,"Mt Gambier, SA",Border Watch,30/03/1892,31/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/77530152,364,"Mt Gambier, SA",Mt Gambier,-37.8284973,140.7799733
663,Unknown,THE ATROCITIES AT WINDSOR AND RAIN HILL.,"Melbourne, VIC",The Herald,30/03/1892,31/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/242858672,1049,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
662,Unknown,Advertising,"Melbourne, VIC",The Age,30/03/1892,31/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/197000749,N/A,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
661,Unknown,THE WINDSOR MURDER,"Hobart, TAS",The Mercury,30/03/1892,31/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/12739193,N/A,"Hobart, TAS",Hobart,-42.88049268,147.3193518
660,Unknown,THE JOURNEY TO MELBOURNE.,"Hobart, TAS",The Mercury,30/03/1892,31/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/12739189,N/A,"Hobart, TAS",Hobart,-42.88049268,147.3193518
659,Unknown,ARRANGEMENTS FOR DEEMING'S RECEPTION IN MELBOURNE.,"Perth, WA",The West Australian,30/03/1892,31/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/3033794,N/A,"Perth, WA",Perth,-31.80289259,115.9542027
658,Unknown,THE MURDERS AT WINDSOR AND RAINHILL.,"Bendigo, VIC",The Bendigo Independent,30/03/1892,31/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/17451653,386,"Bendigo, VIC",Bendigo,-36.75951599,144.2790369
657,Unknown,"LONDON, MONDAY.","Scone, NSW",The Scone Advocate,30/03/1892,31/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/161598534,742,"Scone, NSW",Scone,-32.04853389,150.8677368
656,Unknown,WILLIAMS'S SYDNEY EXPERIENCES.,"Melbourne, VIC",The Age,30/03/1892,31/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/197000807,266,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
655,Unknown,A LETTER FROM MRS. DEEMING.,"Perth, WA",The West Australian,30/03/1892,31/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/3033796,N/A,"Perth, WA",Perth,-31.80289259,115.9542027
654,Unknown,THE WINDSOR MURDERER.,"Castlemaine, VIC",Mount Alexander Mail,30/03/1892,31/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/200514685,402,"Castlemaine, VIC",Castlemaine,-37.06497164,144.2183674
653,Unknown,The Murder at Windsor.,"Zeehan, TAS",Zeehan and Dundas Herald,30/03/1892,31/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/84681284,887,"Zeehan, TAS",Zeehan,-41.8792752,145.3300468
652,Unknown,Advertising,"Perth, WA",The Inquirer and Commercial News,30/03/1892,31/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/69706880,206,"Perth, WA",Perth,-31.80289259,115.9542027
391,Unknown,The Windsor Tragedy,"Warwick, QLD",Warwick Examiner and Times,30/03/1892,31/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/82217444,,"Warwick, QLD",Warwick,-28.21486955,152.035176
392,Unknown,The Deeming Murders,"Melbourne, VIC",Leader,30/04/1892,01/05/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/197974879,,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
393,Unknown,FREDERICK BAILEY DEEMING. HIS LIFE AND HIS CRIMES. FROM THE CRADLE TO THE GALLOWS. A CRIMINAL OCTOPUS. THE SEVEN AGES OF A MURDERER. IN HIS TIME HE HAS PLAYED MANY PARTS.,"Bathurst, NSW",National Advocate,30/05/1892,31/05/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/156663698,,"Bathurst, NSW",Bathurst,-33.41482167,149.5778372
394,Unknown,THE WILL OF DEEMING.,"Perth, WA",Western Mail,30/07/1892,31/07/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/33070539,,"Perth, WA",Perth,-31.80289259,115.9542027
713,Unknown,PREPAEATIONS FOR DEFENCE.,"Adelaide, SA",The Advertiser,31/03/1892,01/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/24817394,N/A,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
712,Unknown,DEEMING'S JOURNEY TO MELBOURNE.,"Maitland, NSW",The Maitland Mercury and Hunter River General Advertiser,31/03/1892,01/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/19008242,N/A,"Maitland, NSW",Maitland,-32.73155209,151.5509751
711,Unknown,THE WINDSOR MURDERER.,"Brisbane, QLD",The Brisbane Courier,31/03/1892,01/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/3539695,N/A,"Brisbane, QLD",Brisbane,-27.44979033,153.0554909
710,Unknown,THE WINDSOR TRAGEDY.,"Sydney, NSW",The Sydney Morning Herald,31/03/1892,01/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/13855621,N/A,"Sydney, NSW",Sydney,-33.87041555,151.2408677
709,Unknown,[BY TELEGRAPH.] THE SOUTH AFRICAN MURDERS.,"Broken Hill, NSW",Barrier Miner,31/03/1892,01/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/44080077,228,"Broken Hill, NSW",Broken Hill,-31.94283997,141.4559217
708,Unknown,DEEMING'S CAREER AT ANTWERP.,"Camperdown, VIC",Camperdown Chronicle,31/03/1892,01/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/18601232,N/A,"Camperdown, VIC",Camperdown,-38.23406767,143.1473095
707,Unknown,No Confession.,"Adelaide, SA",The Advertiser,31/03/1892,01/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/24817390,N/A,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
706,Unknown,The Windsor Tragedy.,"Camperdown, VIC",Camperdown Chronicle,31/03/1892,01/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/18601230,150,"Camperdown, VIC",Camperdown,-38.23406767,143.1473095
705,Unknown,Advertising,"Melbourne, VIC",The Argus,31/03/1892,01/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/8409696,10080,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
704,Unknown,THE INQUEST AT RAIN HILL.,"Castlemaine, VIC",Mount Alexander Mail,31/03/1892,01/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/200520331,1027,"Castlemaine, VIC",Castlemaine,-20.07632826,146.2716862
703,Unknown,THE WINDSOR MURDER.,"Hamilton, VIC",Hamilton Spectator,31/03/1892,01/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/226166675,1318,"Hamilton, VIC",Hamilton,-37.74397841,142.0218746
702,Unknown,SUSPECTED OF ANOTHER MURDER.,"Bendigo, VIC",The Bendigo Independent,31/03/1892,01/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/17451701,429,"Bendigo, VIC",Bendigo,-36.75951599,144.2790369
701,Unknown,THE MURDERS AT WINDSOR AND RAINHILL.,"Bendigo, VIC",The Bendigo Independent,31/03/1892,01/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/17451682,474,"Bendigo, VIC",Bendigo,-36.75951599,144.2790369
700,Unknown,Swanston Identified as Ward.,"Adelaide, SA",The Advertiser,31/03/1892,01/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/24817387,N/A,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
699,Unknown,THE WINDSOR MURDER.,"Rockhampton, QLD",Morning Bulletin,31/03/1892,01/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/52428801,885,"Rockhampton, QLD",Rockhampton,-23.38511928,150.5143052
698,Unknown,THE INQTEST ON THE RAINHILL VICTIMS.,"Bathurst, NSW",Bathurst Free Press and Mining Journal,31/03/1892,01/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/62722717,637,"Bathurst, NSW",Bathurst,-33.41482167,149.5778372
697,Unknown,THE WINDSOR MURDERER.,"Melbourne, VIC",The Age,31/03/1892,01/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/19701676,1368,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
696,Unknown,MRS. DEEMING'S IMMIGRATION NOMINATION.,"Broken Hill, NSW",Barrier Miner,31/03/1892,01/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/44080120,72,"Broken Hill, NSW",Broken Hill,-31.94283997,141.4559217
695,Unknown,THE WINDSOR TRAGEDY.,"Wagga Wagga, NSW",Wagga Wagga Express,31/03/1892,01/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/145532165,2790,"Wagga Wagga, NSW",Wagga Wagga,-35.1642806,147.375935
694,Unknown,LETTERS TO THE EDITOR.,"Launceston, TAS",Daily Telegraph,31/03/1892,01/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/153225115,278,"Launceston, TAS",Launceston,-41.43860847,147.1365488
693,Unknown,DEEMING'S MARRIED LIFE.,"Charters Towers, QLD",The Nortern Miner,31/03/1892,01/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/78506723,861,"Charters Towers, QLD",Charters Towers,-20.07632826,146.2716862
692,Unknown,THE WINDSOR MURDERER.,"Bendigo, VIC",Bendigo Advertiser,31/03/1892,01/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/89016629,1281,"Bendigo, VIC",Bendigo,-36.75951599,144.2790369
691,Unknown,THE INQUEST AT RAINHILL.,"Camperdown, VIC",Camperdown Chronicle,31/03/1892,01/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/18601236,N/A,"Camperdown, VIC",Camperdown,-38.23406767,143.1473095
690,Unknown,MORE IDENTIFICATION.,"Maitland, NSW",The Maitland Mercury and Hunter River General Advertiser,31/03/1892,01/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/19008243,N/A,"Maitland, NSW",Maitland,-32.73155209,151.5509751
689,Unknown,THE WINDSOR MURDER.,"Sydney, NSW",The Australian Star,31/03/1892,01/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/229593823,464,"Sydney, NSW",Sydney,-33.87041555,151.2408677
688,Unknown,PUETHER DETAILS OF THE EVIDENCE.,"Wagga Wagga, NSW",Wagga Wagga Advertiser,31/03/1892,01/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/101859612,1031,"Wagga Wagga, NSW",Wagga Wagga,-35.1642806,147.375935
687,Unknown,THE WINDSOR MURDER.,"Perth, WA",The West Australian,31/03/1892,01/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/3033856,4002,"Perth, WA",Perth,-31.80289259,115.9542027
686,Unknown,The Playgoer,"Melbourne, VIC",Melbourne Punch,31/03/1892,01/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/174599919,1633,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
685,Unknown,The Windsor Tragedy. (S. M. Herald.) ENGLISH DETAILS OF DEEMING.,"Maitland, NSW",The Maitland Mercury and Hunter River General Advertiser,31/03/1892,01/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/19008240,N/A,"Maitland, NSW",Maitland,-32.73155209,151.5509751
684,Unknown,THE WINDSOR MURDERER.,"Melbourne, VIC",The Argus,31/03/1892,01/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/8409670,N/A,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
683,Unknown,DEEMING INSURED HIS LIFE IN QUEENSLAND.,"Adelaide, SA",Evening Journal,31/03/1892,01/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/204475421,459,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
682,Unknown,DEEMING INSURED HIS LIFE IN QUEENSLAND.,"Adelaide, SA",South Australian Register,31/03/1892,01/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/48214443,469,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
395,Unknown,FREDERICK BAILEY DEEMING. HIS LIFE AND HIS CRIMES. FROM THE CRADLE TO THE GALLOWS. A CRIMINAL OCTOPUS. THE SEVEN AGES OF A MURDERER. IN HIS TIME HE HAS PLAYED MANY PARTS. NO II. ,"Bathurst, NSW",National Advocate,31/05/1892,01/06/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/156663828,,"Bathurst, NSW",Bathurst,-33.41482167,149.5778372
878,Unknown,THE WINDSOR AND RAINHILL ATROCITIES.,"Ballarat, VIC",The Ballarat Star,04/04/1892,05/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/204324231,2011,"Ballarat, VIC",Ballarat,-37.56186088,143.8567497
877,Unknown,THE WINDSOR MURDER.,"Perth, WA",The West Australian,04/04/1892,05/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/3034013,N/A,"Perth, WA",Perth,-31.80289259,115.9542027
876,Unknown,[BY TELEGRAPH.] (FROM OUR CORRESPONDENTS.) DEEMING IN MELBOURNE GAOL.,"Sydney, NSW",The Sydney Morning Herald,04/04/1892,05/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/13851290,N/A,"Sydney, NSW",Sydney,-33.87041555,151.2408677
875,Unknown,THE WINDSOR MURDERER.,"Brisbane, QLD",The Brisbane Courier,04/04/1892,05/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/3539873,N/A,"Brisbane, QLD",Brisbane,-27.44979033,153.0554909
874,Unknown,THE DEFENCE.,"Melbourne, VIC",The Herald,04/04/1892,05/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/242859574,123,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
873,Unknown,(FROM THE 'ARGUS'),"Castlemaine, VIC",Mount Alexander Mail,04/04/1892,05/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/200518397,317,"Castlemaine, VIC",Castlemaine,-37.06497164,144.2183674
872,Unknown,DEEMING IN MELBOURNE.,"Geelong, VIC",Geelong Advertiser,04/04/1892,05/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/149927265,419,"Geelong, VIC",Geelong,,
871,Unknown,THE WINDSOR MURDER.,"Adelaide, SA",The Advertiser,04/04/1892,05/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/25324931,N/A,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
870,Unknown,WILLIAMS IN SOUTH AFRICA.,"Adelaide, SA",Evening Journal,04/04/1892,05/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/204475748,780,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
869,Unknown,THE ATROCITIES AT WINDSOR & RAINHILL.,"Portland, VIC",Portland Guardian,04/04/1892,05/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/65438534,132,"Portland, VIC",Portland,-38.25543638,141.5753424
868,Unknown,THE WINDSOR MURDERER.,"Melbourne, VIC",The Argus,04/04/1892,05/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/841638,4930,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
867,Unknown,"THE WINDSOR-RAINHILL ATROCITIES. DEEMING'S IDENTITY WITH ""JACK THE RIPPER.""","Geelong, VIC",Geelong Advertiser,04/04/1892,05/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/149927266,131,"Geelong, VIC",Geelong,-38.14819257,144.3551974
866,Unknown,THE WINDSOR MURDER,"Hobart, TAS",The Mercury,04/04/1892,05/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/12739430,N/A,"Hobart, TAS",Hobart,-42.88049268,147.3193518
865,Unknown,THE WINDSOR MURDERER.,"Bendigo, VIC",Bendigo Advertiser,04/04/1892,05/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/89016791,132,"Bendigo, VIC",Bendigo,-36.75951599,144.2790369
864,Unknown,ARRIVAL OF THE KAISER WILHELM AT ADELAIDE.,"Sydney, NSW",The Sydney Morning Herald,04/04/1892,05/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/13851288,N/A,"Sydney, NSW",Sydney,-33.87041555,151.2408677
863,Unknown,DEEMING IN MELBOURNE.,"Perth, WA",The West Australian,04/04/1892,05/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/3034014,1599,"Perth, WA",Perth,-31.80289259,115.9542027
862,Unknown,THE WINDSOR TRAGEDY.,"Sydney, NSW",The Sydney Morning Herald,04/04/1892,05/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/13851263,N/A,"Sydney, NSW",Sydney,-33.87041555,151.2408677
861,Unknown,ARRIVAL OF THE KAISER WILHELM AT ADELAIDE.,"Perth, WA",The West Australian,04/04/1892,05/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/3034012,N/A,"Perth, WA",Perth,-31.80289259,115.9542027
860,Unknown,DEEMING IN SOUTH AFRICA.,"Castlemaine, VIC",Mount Alexander Mail,04/04/1892,05/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/200518396,184,"Castlemaine, VIC",Castlemaine,-37.06497164,144.2183674
859,Unknown,(FROM THE 'HERALD.'),"Castlemaine, VIC",Mount Alexander Mail,04/04/1892,05/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/200518399,115,"Castlemaine, VIC",Castlemaine,-37.06497164,144.2183674
858,Unknown,THE MAN WITH THE BLOODSTAINED KNIVES.,"Launceston, TAS",Launceston Examiner,04/04/1892,05/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/39461563,N/A,"Launceston, TAS",Launceston,-41.43860847,147.1365488
857,Unknown,THE WINDSOR AND RAINHILL MURDERS.,"Sydney, NSW",The Sydney Morning Herald,04/04/1892,05/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/13851297,3127,"Sydney, NSW",Sydney,-33.87041555,151.2408677
18,Unknown,Deeming in the Condemned Cell,"Adelaide, SA",South Australian Register,04/05/1892,05/05/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/48231826,,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
17,Unknown,Speech of Deeming,"Toowoomba, QLD",Darling Downs Gazette,04/05/1892,05/05/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/170726224,,"Toowoomba, QLD",Toowoomba,-27.54724155,151.9533803
16,Unknown,The Deeming Trial,"Hobart, TAS",The Mercury,04/05/1892,05/05/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/12740909,,"Hobart, TAS",Hobart,-42.88049268,147.3193518
898,Unknown,EXAMINATION OF PRISONER'S LUGGAGE.,"Castlemaine, VIC",Mount Alexander Mail,05/04/1892,06/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/198702642,1441,"Castlemaine, VIC",Castlemaine,-37.06497164,144.2183674
897,Unknown,The Windsor Tragedy.,"Camperdown, VIC",Camperdown Chronicle,05/04/1892,06/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/18601313,N/A,"Camperdown, VIC",Camperdown,-38.23406767,143.1473095
896,Unknown,THE CAREER OF DEEMING.,"Sydney, NSW",The Daily Telegraph,05/04/1892,06/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/236056608,1853,"Sydney, NSW",Sydney,-33.87041555,151.2408677
895,Unknown,The Windsor Tragedy.,"Grafton, NSW",Clarence and Richmond Examiner,05/04/1892,06/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/61243581,657,"Grafton, NSW",Grafton,-29.6828744,152.9355356
894,Unknown,THE WINDSOR MURDERER.,"Hamilton, VIC",Hamilton Spectator,05/04/1892,06/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/226164501,253,"Hamilton, VIC",Hamilton,-37.74397841,142.0218746
