Placename,Filename,Filename.1,mappify_suburb,mappify_state,mappify_location_lat,mappify_location_lon,partial ratio,Trove_id,title,newspaper_id,newspaper_title,page,date,category,words,illustrated,corrections,snippet,url,page_url
ADELAIDE,LOCATION,18751103-185-200185410 (1 of 2).txt,ADELAIDE,SA,-34.92373985,138.60388390000003,100,185,"LATEST INTELLIGENCE. TELEGRAPHIC, despatches. SYDNEY, 2nd November.",185,The Ballarat Star (Vic. : 1865 - 1924),3,1875-11-03,Article,220,N,0,"A hot wind with a dust-storm has been blowing all day, Extensive bush-fires are raging in the suburbs. The Pelican hotel, Oxford street, was partially destroyed by fire. A man working upon the roof fell",https://nla.gov.au/nla.news-article200185410,http://trove.nla.gov.au/newspaper/page/21184563
FAIRFIELD,LOCATION,18751103-185-200185410 (1 of 2).txt,FAIRFIELD,QLD,-27.50672928,153.02537780000003,100,185,"LATEST INTELLIGENCE. TELEGRAPHIC, despatches. SYDNEY, 2nd November.",185,The Ballarat Star (Vic. : 1865 - 1924),3,1875-11-03,Article,220,N,0,"A hot wind with a dust-storm has been blowing all day, Extensive bush-fires are raging in the suburbs. The Pelican hotel, Oxford street, was partially destroyed by fire. A man working upon the roof fell",https://nla.gov.au/nla.news-article200185410,http://trove.nla.gov.au/newspaper/page/21184563
MELBOURNE,LOCATION,18751103-185-200185410 (1 of 2).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,100,185,"LATEST INTELLIGENCE. TELEGRAPHIC, despatches. SYDNEY, 2nd November.",185,The Ballarat Star (Vic. : 1865 - 1924),3,1875-11-03,Article,220,N,0,"A hot wind with a dust-storm has been blowing all day, Extensive bush-fires are raging in the suburbs. The Pelican hotel, Oxford street, was partially destroyed by fire. A man working upon the roof fell",https://nla.gov.au/nla.news-article200185410,http://trove.nla.gov.au/newspaper/page/21184563
BONDI,LOCATION,18751103-185-200185410 (2 of 2).txt,BONDI,NSW,-33.89408836,151.2633937,100,185,"LATEST INTELLIGENCE. TELEGRAPHIC, despatches. SYDNEY, 2nd November.",185,The Ballarat Star (Vic. : 1865 - 1924),3,1875-11-03,Article,220,N,0,"A hot wind with a dust-storm has been blowing all day, Extensive bush-fires are raging in the suburbs. The Pelican hotel, Oxford street, was partially destroyed by fire. A man working upon the roof fell",https://nla.gov.au/nla.news-article200185410,http://trove.nla.gov.au/newspaper/page/21184563
FAIRFIELD,LOCATION,18751103-185-200185410 (2 of 2).txt,FAIRFIELD,QLD,-27.50672928,153.02537780000003,100,185,"LATEST INTELLIGENCE. TELEGRAPHIC, despatches. SYDNEY, 2nd November.",185,The Ballarat Star (Vic. : 1865 - 1924),3,1875-11-03,Article,220,N,0,"A hot wind with a dust-storm has been blowing all day, Extensive bush-fires are raging in the suburbs. The Pelican hotel, Oxford street, was partially destroyed by fire. A man working upon the roof fell",https://nla.gov.au/nla.news-article200185410,http://trove.nla.gov.au/newspaper/page/21184563
ADELAIDE,LOCATION,18751103-185-200185410 (2 of 2).txt,ADELAIDE,SA,-34.92373985,138.60388390000003,100,185,"LATEST INTELLIGENCE. TELEGRAPHIC, despatches. SYDNEY, 2nd November.",185,The Ballarat Star (Vic. : 1865 - 1924),3,1875-11-03,Article,220,N,0,"A hot wind with a dust-storm has been blowing all day, Extensive bush-fires are raging in the suburbs. The Pelican hotel, Oxford street, was partially destroyed by fire. A man working upon the roof fell",https://nla.gov.au/nla.news-article200185410,http://trove.nla.gov.au/newspaper/page/21184563
MELBOURNE,LOCATION,18751103-185-200185410 (2 of 2).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,100,185,"LATEST INTELLIGENCE. TELEGRAPHIC, despatches. SYDNEY, 2nd November.",185,The Ballarat Star (Vic. : 1865 - 1924),3,1875-11-03,Article,220,N,0,"A hot wind with a dust-storm has been blowing all day, Extensive bush-fires are raging in the suburbs. The Pelican hotel, Oxford street, was partially destroyed by fire. A man working upon the roof fell",https://nla.gov.au/nla.news-article200185410,http://trove.nla.gov.au/newspaper/page/21184563
ADELAIDE,LOCATION,18751103-185-200185410 (2 of 2).txt,ADELAIDE,SA,-34.92373985,138.60388390000003,100,185,"LATEST INTELLIGENCE. TELEGRAPHIC, despatches. SYDNEY, 2nd November.",185,The Ballarat Star (Vic. : 1865 - 1924),3,1875-11-03,Article,220,N,0,"A hot wind with a dust-storm has been blowing all day, Extensive bush-fires are raging in the suburbs. The Pelican hotel, Oxford street, was partially destroyed by fire. A man working upon the roof fell",https://nla.gov.au/nla.news-article200185410,http://trove.nla.gov.au/newspaper/page/21184563
LACEBY,LOCATION,18800203-326-200192787 (1 of 1).txt,LACEBY,VIC,-36.40472813,146.3288753,100,326,POLICEMEN AS WITNESSES.,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",2,1880-02-03,Article,5740,N,3,"IN the debate on the supplementary estimates on Thursday night, the case of expolice-constables HUTCHINSON and RATTIGAN again cropped up; a case, in its",https://nla.gov.au/nla.news-article200192787,http://trove.nla.gov.au/newspaper/page/21834536
ADELAIDE,LOCATION,18800206-582-200264628 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.60388390000003,100,582,"LATEST INTELLIGENCE. SYDNEY, Thursday.",582,Mount Alexander Mail (Vic. : 1854 - 1917),2,1880-02-06,Article,732,N,0,"A daughter of Sir James Martin, the Chief Justice, died this morning, aged seventeen years. The Assembly last night passed the Stamp",https://nla.gov.au/nla.news-article200264628,http://trove.nla.gov.au/newspaper/page/21958313
ZEEHAN,LOCATION,18900215-952-200350656 (1 of 1).txt,ZEEHAN,TAS,-41.89137733,145.3514743,100,952,MULTUM IN PARVO.,952,"The Colonist (Launceston, Tas. : 1888 - 1891)",18,1890-02-15,Article,2130,N,0,Rain Not enough. Bushfires at Zeehan. Weather gradually getting cooler.,https://nla.gov.au/nla.news-article200350656,http://trove.nla.gov.au/newspaper/page/22136252
FINGAL,LOCATION,18630117-582-200380820 (2 of 2).txt,FINGAL,TAS,-41.68826699,147.9953561,100,582,TASMANIA.,582,Mount Alexander Mail (Vic. : 1854 - 1917),3,1863-01-17,Article,484,N,0,"FATAL ACCIDENT.--A fatal and most melancholy accident occurred at Garrick on Monday evening last, by which Mrs M'Carthy was shot by the discharge of a gun which her husband",https://nla.gov.au/nla.news-article200380820,http://trove.nla.gov.au/newspaper/page/22189566
FINGAL,LOCATION,18630117-582-200380820 (1 of 2).txt,FINGAL,TAS,-41.68826699,147.9953561,100,582,TASMANIA.,582,Mount Alexander Mail (Vic. : 1854 - 1917),3,1863-01-17,Article,484,N,0,"FATAL ACCIDENT.--A fatal and most melancholy accident occurred at Garrick on Monday evening last, by which Mrs M'Carthy was shot by the discharge of a gun which her husband",https://nla.gov.au/nla.news-article200380820,http://trove.nla.gov.au/newspaper/page/22189566
ADELAIDE,LOCATION,18830130-582-200415681 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.60388390000003,100,582,"LATEST INTELLIGENCE. ADELAIDE, Monday.",582,Mount Alexander Mail (Vic. : 1854 - 1917),3,1883-01-30,Article,327,N,0,"One Of the largest, bush-fires which has taken place for years is now raging in the Mount Lofty Ranges. Hundreds of willing hands are assisting to extinguish it. The flames are three miles",https://nla.gov.au/nla.news-article200415681,http://trove.nla.gov.au/newspaper/page/21943238
NINE MILE,LOCATION,18820128-326-200455372 (1 of 1).txt,NINE MILE,VIC,-36.43467753,143.48597819999998,100,326,ALBURY. Friday.,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",1,1882-01-28,Article,306,N,0,Bush-fires still continue in the vicinity of Albury. The grass and fencing on two farms at the Nine Mile are burnt ; also part of Mr McKellar's run and Mr,https://nla.gov.au/nla.news-article200455372,http://trove.nla.gov.au/newspaper/page/21835150
GEROGERY,LOCATION,18820204-326-200455664 (4 of 5).txt,GEROGERY,NSW,-35.87814686,146.9676195,100,326,No title,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",4,1882-02-04,Article,6772,N,1,"CHRIST CHURCH, BEECHWORTH.--The annual meeting of the parishioners of Christ Church, Beechworth, was held in the schoolroom, on Monday evening ;",https://nla.gov.au/nla.news-article200455664,http://trove.nla.gov.au/newspaper/page/21835177
BEECHWORTH,LOCATION,18820204-326-200455664 (4 of 5).txt,BEECHWORTH,VIC,-36.34129804,146.6902532,100,326,No title,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",4,1882-02-04,Article,6772,N,1,"CHRIST CHURCH, BEECHWORTH.--The annual meeting of the parishioners of Christ Church, Beechworth, was held in the schoolroom, on Monday evening ;",https://nla.gov.au/nla.news-article200455664,http://trove.nla.gov.au/newspaper/page/21835177
WHOROULY,LOCATION,18820204-326-200455664 (4 of 5).txt,WHOROULY,VIC,-36.48653081,146.56599540000002,100,326,No title,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",4,1882-02-04,Article,6772,N,1,"CHRIST CHURCH, BEECHWORTH.--The annual meeting of the parishioners of Christ Church, Beechworth, was held in the schoolroom, on Monday evening ;",https://nla.gov.au/nla.news-article200455664,http://trove.nla.gov.au/newspaper/page/21835177
GEROGERY,LOCATION,18820204-326-200455664 (3 of 5).txt,GEROGERY,NSW,-35.87814686,146.9676195,100,326,No title,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",4,1882-02-04,Article,6772,N,1,"CHRIST CHURCH, BEECHWORTH.--The annual meeting of the parishioners of Christ Church, Beechworth, was held in the schoolroom, on Monday evening ;",https://nla.gov.au/nla.news-article200455664,http://trove.nla.gov.au/newspaper/page/21835177
BEECHWORTH,LOCATION,18820204-326-200455664 (3 of 5).txt,BEECHWORTH,VIC,-36.34129804,146.6902532,100,326,No title,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",4,1882-02-04,Article,6772,N,1,"CHRIST CHURCH, BEECHWORTH.--The annual meeting of the parishioners of Christ Church, Beechworth, was held in the schoolroom, on Monday evening ;",https://nla.gov.au/nla.news-article200455664,http://trove.nla.gov.au/newspaper/page/21835177
WHOROULY,LOCATION,18820204-326-200455664 (3 of 5).txt,WHOROULY,VIC,-36.48653081,146.56599540000002,100,326,No title,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",4,1882-02-04,Article,6772,N,1,"CHRIST CHURCH, BEECHWORTH.--The annual meeting of the parishioners of Christ Church, Beechworth, was held in the schoolroom, on Monday evening ;",https://nla.gov.au/nla.news-article200455664,http://trove.nla.gov.au/newspaper/page/21835177
OXLEY,LOCATION,18820216-326-200455737 (1 of 1).txt,OXLEY,QLD,-27.54942647,152.9801378,100,326,RAILWAY TO THE UPPER KING.,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",4,1882-02-16,Article,683,N,0,It is not many weeks since we directed attention to the necessity of the construction of a branch line of railway past the Oxley township and along,https://nla.gov.au/nla.news-article200455737,http://trove.nla.gov.au/newspaper/page/21835213
MOYHU,LOCATION,18820216-326-200455737 (1 of 1).txt,MOYHU,VIC,-36.57683235,146.3671297,100,326,RAILWAY TO THE UPPER KING.,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",4,1882-02-16,Article,683,N,0,It is not many weeks since we directed attention to the necessity of the construction of a branch line of railway past the Oxley township and along,https://nla.gov.au/nla.news-article200455737,http://trove.nla.gov.au/newspaper/page/21835213
BUFFALO RIVER,LOCATION,18820221-326-200456216 (1 of 2).txt,BUFFALO RIVER,VIC,-36.57595223,146.70210469999998,100,326,MYRTLEFORD. Monday.,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",5,1882-02-21,Article,904,N,2,"Owing to the non-attendance of the inspector of mines, the adjourned magisterial inquiry as to the cause of death of William Boyle only terminated on",https://nla.gov.au/nla.news-article200456216,http://trove.nla.gov.au/newspaper/page/21835230
MELBOURNE,LOCATION,18820221-326-200456227 (1 of 3).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,100,326,ELECTRIC POSSIBILITIES.,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",4,1882-02-21,Article,5393,N,4,"ALTHOUGH the progress of the application of electricity to practical purposes has so far disappointed the world, we should not condemn it or despair of the fulfilment of",https://nla.gov.au/nla.news-article200456227,http://trove.nla.gov.au/newspaper/page/21835229
MILAWA,LOCATION,18820221-326-200456227 (3 of 3).txt,MILAWA,VIC,-36.44587,146.43222,100,326,ELECTRIC POSSIBILITIES.,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",4,1882-02-21,Article,5393,N,4,"ALTHOUGH the progress of the application of electricity to practical purposes has so far disappointed the world, we should not condemn it or despair of the fulfilment of",https://nla.gov.au/nla.news-article200456227,http://trove.nla.gov.au/newspaper/page/21835229
WODONGA,LOCATION,18820221-326-200456227 (3 of 3).txt,WODONGA,VIC,-36.11402495,146.89434619999997,100,326,ELECTRIC POSSIBILITIES.,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",4,1882-02-21,Article,5393,N,4,"ALTHOUGH the progress of the application of electricity to practical purposes has so far disappointed the world, we should not condemn it or despair of the fulfilment of",https://nla.gov.au/nla.news-article200456227,http://trove.nla.gov.au/newspaper/page/21835229
SCARSDALE,LOCATION,18820214-326-200456481 (1 of 1).txt,SCARSDALE,VIC,-37.67475547,143.6547765,100,326,THE DEFENCE QUESTION.,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",4,1882-02-14,Article,7332,N,1,"THERE has always been an element of farce in the management of our defences. Not but that we have spent any amount of money on them; in fact, we have",https://nla.gov.au/nla.news-article200456481,http://trove.nla.gov.au/newspaper/page/21835205
OMEO,LOCATION,18820131-326-200456943 (1 of 1).txt,OMEO,VIC,-37.08388493,147.59966509999998,100,326,SYMPATHY WITH LARRIKINISM.,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",4,1882-01-31,Article,5686,N,2,"SANDHURST, as well as the colony, must be proud of that fledgling legislator, Mr JOHN QUICK, M.L.A. We thought that there was not one man in the colony who",https://nla.gov.au/nla.news-article200456943,http://trove.nla.gov.au/newspaper/page/21835161
BEECHWORTH,LOCATION,18820131-326-200456943 (1 of 1).txt,BEECHWORTH,VIC,-36.34129804,146.6902532,100,326,SYMPATHY WITH LARRIKINISM.,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",4,1882-01-31,Article,5686,N,2,"SANDHURST, as well as the colony, must be proud of that fledgling legislator, Mr JOHN QUICK, M.L.A. We thought that there was not one man in the colony who",https://nla.gov.au/nla.news-article200456943,http://trove.nla.gov.au/newspaper/page/21835161
DEDERANG,LOCATION,18860306-326-200577010 (1 of 1).txt,DEDERANG,VIC,-36.44838434,146.9674992,100,326,"(FROM THE AGE CORRESPONDENT.) LONDON, Feb. 25.",326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",4,1886-03-06,Article,2681,N,0,The wheat market is firmer. BEECEWORTH STOCK AND SHARE MARKET.-- Mr A. W. Foster reports. for the week ending the 26th February:--Banks—,https://nla.gov.au/nla.news-article200577010,http://trove.nla.gov.au/newspaper/page/22127911
CAMPERDOWN,LOCATION,18860123-326-200577124 (1 of 1).txt,CAMPERDOWN,VIC,-38.24335818,143.13594880000002,100,326,THE DEPARTURE.,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",2,1886-01-23,Article,4863,N,2,"it be granted, as we recently contended, that there was not only the necessity for a new party in this colony, but that such a party was actually in existence,",https://nla.gov.au/nla.news-article200577124,http://trove.nla.gov.au/newspaper/page/22127836
PANMURE,LOCATION,18860123-326-200577124 (1 of 1).txt,PANMURE,VIC,-38.34844716,142.7401466,100,326,THE DEPARTURE.,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",2,1886-01-23,Article,4863,N,2,"it be granted, as we recently contended, that there was not only the necessity for a new party in this colony, but that such a party was actually in existence,",https://nla.gov.au/nla.news-article200577124,http://trove.nla.gov.au/newspaper/page/22127836
STRATFORD,LOCATION,18860123-326-200577153 (2 of 4).txt,STRATFORD,VIC,-37.97924467,147.05174440000002,100,326,TERRIBLE BUSH FIRES.,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",5,1886-01-23,Article,355,N,0,"On Wednesday last a bush fire, which speedily assumed extensive proportions, broke out near Stratford, in the Taranaki province, N. Z. A telegram said:--",https://nla.gov.au/nla.news-article200577153,http://trove.nla.gov.au/newspaper/page/22127839
STRATFORD,LOCATION,18860123-326-200577153 (2 of 4).txt,STRATFORD,VIC,-37.97924467,147.05174440000002,100,326,TERRIBLE BUSH FIRES.,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",5,1886-01-23,Article,355,N,0,"On Wednesday last a bush fire, which speedily assumed extensive proportions, broke out near Stratford, in the Taranaki province, N. Z. A telegram said:--",https://nla.gov.au/nla.news-article200577153,http://trove.nla.gov.au/newspaper/page/22127839
STRATFORD,LOCATION,18860123-326-200577153 (1 of 4).txt,STRATFORD,VIC,-37.97924467,147.05174440000002,100,326,TERRIBLE BUSH FIRES.,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",5,1886-01-23,Article,355,N,0,"On Wednesday last a bush fire, which speedily assumed extensive proportions, broke out near Stratford, in the Taranaki province, N. Z. A telegram said:--",https://nla.gov.au/nla.news-article200577153,http://trove.nla.gov.au/newspaper/page/22127839
STRATFORD,LOCATION,18860123-326-200577153 (1 of 4).txt,STRATFORD,VIC,-37.97924467,147.05174440000002,100,326,TERRIBLE BUSH FIRES.,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",5,1886-01-23,Article,355,N,0,"On Wednesday last a bush fire, which speedily assumed extensive proportions, broke out near Stratford, in the Taranaki province, N. Z. A telegram said:--",https://nla.gov.au/nla.news-article200577153,http://trove.nla.gov.au/newspaper/page/22127839
BEECHWORTH,LOCATION,18860206-326-200577394 (1 of 1).txt,BEECHWORTH,VIC,-36.34129804,146.6902532,100,326,THE SHADOW OF COMING EVENTS.,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",4,1886-02-06,Article,7614,N,2,"IT generally happens that there is a lull in great events, all the world, over, for some weeks after the Christmas holidays, unless, indeed, we happen to be actually",https://nla.gov.au/nla.news-article200577394,http://trove.nla.gov.au/newspaper/page/22127862
BEECHWORTH,LOCATION,18860206-326-200577400 (1 of 1).txt,BEECHWORTH,VIC,-36.34129804,146.6902532,100,326,THE HEYTFSBURY FOREST RELIEF FUND. MEETING AT BEECHWORTH.,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",1,1886-02-06,Article,644,N,0,"A meeting, convened by the president of the united shire, was held in the Council Chambers, Beechworth, on Thursday afternoon, for the purpose of",https://nla.gov.au/nla.news-article200577400,http://trove.nla.gov.au/newspaper/page/22127859
BEECHWORTH,LOCATION,18860206-326-200577400 (1 of 1).txt,BEECHWORTH,VIC,-36.34129804,146.6902532,100,326,THE HEYTFSBURY FOREST RELIEF FUND. MEETING AT BEECHWORTH.,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",1,1886-02-06,Article,644,N,0,"A meeting, convened by the president of the united shire, was held in the Council Chambers, Beechworth, on Thursday afternoon, for the purpose of",https://nla.gov.au/nla.news-article200577400,http://trove.nla.gov.au/newspaper/page/22127859
BEECHWORTH,LOCATION,18860130-326-200578134 (1 of 1).txt,BEECHWORTH,VIC,-36.34129804,146.6902532,100,326,ORIGINAL CORRESPONDENCE. APPEAL TO THE CHARITABLE. To the Editor of the Ovens and Murray Advertiser.,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",2,1886-01-30,Article,264,N,0,"SIR,--I beg to ask you, for the information of your readers, whether it is likely that steps will be taken to convene a public meeting in Beechworth for the purpose of",https://nla.gov.au/nla.news-article200578134,http://trove.nla.gov.au/newspaper/page/22127848
CAMPERDOWN,LOCATION,18860417-326-200578316 (2 of 2).txt,CAMPERDOWN,VIC,-38.24335818,143.13594880000002,100,326,THE PROSPECTING VOTE AND DIAMOND DRILLS.,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",9,1886-04-17,Article,6657,N,0,"IT appears to be now agreed upon all glands that no amount less than £100,000. irrespective of the loan and Working of diamond drills or other",https://nla.gov.au/nla.news-article200578316,http://trove.nla.gov.au/newspaper/page/22127979
CAMPERDOWN,LOCATION,18860417-326-200578316 (1 of 2).txt,CAMPERDOWN,VIC,-38.24335818,143.13594880000002,100,326,THE PROSPECTING VOTE AND DIAMOND DRILLS.,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",9,1886-04-17,Article,6657,N,0,"IT appears to be now agreed upon all glands that no amount less than £100,000. irrespective of the loan and Working of diamond drills or other",https://nla.gov.au/nla.news-article200578316,http://trove.nla.gov.au/newspaper/page/22127979
MYRTLEFORD,LOCATION,18860410-326-200579257 (2 of 2).txt,MYRTLEFORD,VIC,-36.54297278,146.7382485,100,326,VICTORIAN MUNICIPAL ASSOCIATION.,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",2,1886-04-10,Article,4521,N,5,IT seams to us that sufficient importance has not been attached to the organisation known as the Municipal Association of Victoria. The interests involved are so,https://nla.gov.au/nla.news-article200579257,http://trove.nla.gov.au/newspaper/page/22127961
BEECHWORTH,LOCATION,18860410-326-200579257 (1 of 2).txt,BEECHWORTH,VIC,-36.34129804,146.6902532,100,326,VICTORIAN MUNICIPAL ASSOCIATION.,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",2,1886-04-10,Article,4521,N,5,IT seams to us that sufficient importance has not been attached to the organisation known as the Municipal Association of Victoria. The interests involved are so,https://nla.gov.au/nla.news-article200579257,http://trove.nla.gov.au/newspaper/page/22127961
MOYHU,LOCATION,18860410-326-200579257 (1 of 2).txt,MOYHU,VIC,-36.57683235,146.3671297,100,326,VICTORIAN MUNICIPAL ASSOCIATION.,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",2,1886-04-10,Article,4521,N,5,IT seams to us that sufficient importance has not been attached to the organisation known as the Municipal Association of Victoria. The interests involved are so,https://nla.gov.au/nla.news-article200579257,http://trove.nla.gov.au/newspaper/page/22127961
LACEBY,LOCATION,18860410-326-200579257 (1 of 2).txt,LACEBY,VIC,-36.40472813,146.3288753,100,326,VICTORIAN MUNICIPAL ASSOCIATION.,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",2,1886-04-10,Article,4521,N,5,IT seams to us that sufficient importance has not been attached to the organisation known as the Municipal Association of Victoria. The interests involved are so,https://nla.gov.au/nla.news-article200579257,http://trove.nla.gov.au/newspaper/page/22127961
WODONGA,LOCATION,18860410-326-200579257 (1 of 2).txt,WODONGA,VIC,-36.11402495,146.89434619999997,100,326,VICTORIAN MUNICIPAL ASSOCIATION.,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",2,1886-04-10,Article,4521,N,5,IT seams to us that sufficient importance has not been attached to the organisation known as the Municipal Association of Victoria. The interests involved are so,https://nla.gov.au/nla.news-article200579257,http://trove.nla.gov.au/newspaper/page/22127961
WODONGA,LOCATION,18860320-326-200579847 (1 of 1).txt,WODONGA,VIC,-36.11402495,146.89434619999997,100,326,No title,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",4,1886-03-20,Article,3087,N,0,OXLEY SHIRE COUNCIL.—The ordinary monthly meeting of the above council on Saturday lapsed for want of a quorum ; the only members present being the president,https://nla.gov.au/nla.news-article200579847,http://trove.nla.gov.au/newspaper/page/22127931
BEECHWORIH,LOCATION,18860320-326-200579847 (1 of 1).txt,BEECHWORTH,VIC,-36.34129804,146.6902532,90,326,No title,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",4,1886-03-20,Article,3087,N,0,OXLEY SHIRE COUNCIL.—The ordinary monthly meeting of the above council on Saturday lapsed for want of a quorum ; the only members present being the president,https://nla.gov.au/nla.news-article200579847,http://trove.nla.gov.au/newspaper/page/22127931
STANLEY,LOCATION,18860320-326-200579847 (1 of 1).txt,STANLEY,TAS,-40.78897137,145.2715797,100,326,No title,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",4,1886-03-20,Article,3087,N,0,OXLEY SHIRE COUNCIL.—The ordinary monthly meeting of the above council on Saturday lapsed for want of a quorum ; the only members present being the president,https://nla.gov.au/nla.news-article200579847,http://trove.nla.gov.au/newspaper/page/22127931
EVERTON,LOCATION,18860320-326-200579847 (1 of 1).txt,EVERTON,VIC,-36.43403454,146.53228169999997,100,326,No title,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",4,1886-03-20,Article,3087,N,0,OXLEY SHIRE COUNCIL.—The ordinary monthly meeting of the above council on Saturday lapsed for want of a quorum ; the only members present being the president,https://nla.gov.au/nla.news-article200579847,http://trove.nla.gov.au/newspaper/page/22127931
MELBOURNE,LOCATION,18810221-185-200655424 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,100,185,NEWS AND NOTES.,185,The Ballarat Star (Vic. : 1865 - 1924),2,1881-02-21,Article,7185,N,0,"The cable news received yesterday state that Elias Laycock has left England for Sydney by the Lusitania. Mr Parnell hes taken his seat in the House of Commons, and has got",https://nla.gov.au/nla.news-article200655424,http://trove.nla.gov.au/newspaper/page/21196209
WARATAH,LOCATION,18820125-185-200665460 (1 of 1).txt,WARATAH,TAS,-41.44430252,145.5678155,100,185,"INTERCOLONIAL TELEGRAMS. NEW SOUTH WALES. SYDNEY, Tuesday.",185,The Ballarat Star (Vic. : 1865 - 1924),3,1882-01-25,Article,117,N,0,"The wreck of the steamer Wotouga was sold to-day to Mr P. Hogan for £110 The diamond drill at the Waratah coal mine, Charleston, has penetrated 760 feet There",https://nla.gov.au/nla.news-article200665460,http://trove.nla.gov.au/newspaper/page/21193650
CHARLESTON,LOCATION,18820125-185-200665460 (1 of 1).txt,CHARLESTOWN,NSW,-32.95138651,151.68641409999998,90,185,"INTERCOLONIAL TELEGRAMS. NEW SOUTH WALES. SYDNEY, Tuesday.",185,The Ballarat Star (Vic. : 1865 - 1924),3,1882-01-25,Article,117,N,0,"The wreck of the steamer Wotouga was sold to-day to Mr P. Hogan for £110 The diamond drill at the Waratah coal mine, Charleston, has penetrated 760 feet There",https://nla.gov.au/nla.news-article200665460,http://trove.nla.gov.au/newspaper/page/21193650
MELBOURNE,LOCATION,18820201-185-200665836 (3 of 3).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,100,185,BREVIA.,185,The Ballarat Star (Vic. : 1865 - 1924),2,1882-02-01,Article,1408,N,0,"Heavy rain at Koroit on Monday. Trout are thriving in the Watts River. The Alfred Graving Dock coat £343,766. Numurkah railway station blocked with",https://nla.gov.au/nla.news-article200665836,http://trove.nla.gov.au/newspaper/page/21193675
LOGAN,LOCATION,18820201-185-200665836 (3 of 3).txt,LOGAN,VIC,-36.65276695,143.45295269999997,100,185,BREVIA.,185,The Ballarat Star (Vic. : 1865 - 1924),2,1882-02-01,Article,1408,N,0,"Heavy rain at Koroit on Monday. Trout are thriving in the Watts River. The Alfred Graving Dock coat £343,766. Numurkah railway station blocked with",https://nla.gov.au/nla.news-article200665836,http://trove.nla.gov.au/newspaper/page/21193675
