article_id,trove_id,Database,Total Chapters,Chapter,Date,Decade,Trove Title,Chapter Title,Whole Item Link,Chapter Link,url,Genre,Narrative Foreground/Background,Bushfire_Tense_Context,Summary_of_Bushfire,Excerpt #1,Accuracy,Point/Polygon,Bushfire_Location,Excerpt or note on fire location,Trove ID,Common Title,Publication Title,Start Date,End Date,Additional Info,Length,nothing,Curated Dataset,Identified Sources,Publication Source,Newspaper ID,Newspaper,Newspaper Common Title,Coordinates,Newspaper Location,Newspaper Type,Colony/State,Author ID,Author,Other Names,Publication Author,Gender,Nationality,Nationality Details,Author Details,Inscribed Gender,Inscribed Nationality,Signature,Name Category,Context
197305478,19054,Database,16,15,1897,1890,Keith Hope,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=19054,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=197305478,https://trove.nla.gov.au/newspaper/article/197305478,,Narrative Foreground,Past Secondary,Discussion of death of a man relating specifcally to a bushfire,"As his evidence was the same as he had given at the police court, I need not set it all down again in detail. He told how Charles Summers had parted from him on the day of the bush fire, and how. an liour later, he found him lying dead, with Keith Hope standing beside him. He related how lie found Hope's whip handle, and how Hope at first denied that it belonged to him. ",,,,,19054,Keith Hope,Keith Hope,1897-08-14,1897-10-30,,0,,Y,,,319,"Leader (Melbourne, Vic. : 1862 - 1918)",Melbourne Leader,,"Melbourne, Vic.",Metropolitan,Victoria,137,"Cameron, William A.",,"Cameron, William A.",Unknown,Australian,,"""LITERATURE."" The Sydney Mail and New South Wales Advertiser (NSW : 1871 - 1912) 20 November 1897: 1067. Web. 8 Aug 2016 <http://nla.gov.au/nla.news-article163796944>; ""New Publications."" The Sydney Mail and New South Wales Advertiser (NSW : 1871 - 1912) 1 December 1894: 1111. Web. 8 Aug 2016 <http://nla.gov.au/nla.news-article162832081>.",Male,Australian,"""Idylls of the Dawn""",Attributed with signature,
3665793,411,Database,16,7 Continued,1898,1890,Keith Hope,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=411,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=3665793,https://trove.nla.gov.au/newspaper/article/3665793,,Narrative Foreground,Past Secondary,Discussion of mans death in the bushfire continued,,,,,,411,Keith Hope,Keith Hope,1898-01-13,1898-03-08,,0,,Y,,,16,The Brisbane Courier (Qld. : 1864 - 1933),Brisbane Courier,,"Brisbane, Qld.",Metropolitan,Queensland,137,"Cameron, William A.",,"Cameron, William A.",Unknown,Australian,,"""LITERATURE."" The Sydney Mail and New South Wales Advertiser (NSW : 1871 - 1912) 20 November 1897: 1067. Web. 8 Aug 2016 <http://nla.gov.au/nla.news-article163796944>; ""New Publications."" The Sydney Mail and New South Wales Advertiser (NSW : 1871 - 1912) 1 December 1894: 1111. Web. 8 Aug 2016 <http://nla.gov.au/nla.news-article162832081>.",Male,Australian,"""Idylls of the Dawn""",Attributed with signature,
3666055,411,Database,16,9,1898,1890,Keith Hope,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=411,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=3666055,https://trove.nla.gov.au/newspaper/article/3666055,,Narrative Foreground,Past Secondary,,,,,,,411,Keith Hope,Keith Hope,1898-01-13,1898-03-08,,0,,Y,,,16,The Brisbane Courier (Qld. : 1864 - 1933),Brisbane Courier,,"Brisbane, Qld.",Metropolitan,Queensland,137,"Cameron, William A.",,"Cameron, William A.",Unknown,Australian,,"""LITERATURE."" The Sydney Mail and New South Wales Advertiser (NSW : 1871 - 1912) 20 November 1897: 1067. Web. 8 Aug 2016 <http://nla.gov.au/nla.news-article163796944>; ""New Publications."" The Sydney Mail and New South Wales Advertiser (NSW : 1871 - 1912) 1 December 1894: 1111. Web. 8 Aug 2016 <http://nla.gov.au/nla.news-article162832081>.",Male,Australian,"""Idylls of the Dawn""",Attributed with signature,
3667700,411,Database,16,16,1898,1890,Keith Hope,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=411,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=3667700,https://trove.nla.gov.au/newspaper/article/3667700,,Narrative Foreground,Past Secondary,,"The poor gentleman also recalled the drive he had had with Leasing before his son's death, and how the conversation had turned on the subject of the risk of death from heat apoplexy when work- ing at a bush fire. He made a promise concerning Sandown, which I was com- missioned to tell him on a suitable oc- casion, f

Miss Jane I saw some time later in the dining-room.",,,,,411,Keith Hope,Keith Hope,1898-01-13,1898-03-08,,0,,Y,,,16,The Brisbane Courier (Qld. : 1864 - 1933),Brisbane Courier,,"Brisbane, Qld.",Metropolitan,Queensland,137,"Cameron, William A.",,"Cameron, William A.",Unknown,Australian,,"""LITERATURE."" The Sydney Mail and New South Wales Advertiser (NSW : 1871 - 1912) 20 November 1897: 1067. Web. 8 Aug 2016 <http://nla.gov.au/nla.news-article163796944>; ""New Publications."" The Sydney Mail and New South Wales Advertiser (NSW : 1871 - 1912) 1 December 1894: 1111. Web. 8 Aug 2016 <http://nla.gov.au/nla.news-article162832081>.",Male,Australian,"""Idylls of the Dawn""",Attributed with signature,
20851831,4704,Database,,,1898,1890,The Camp at Wandinong,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=4704,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=20851831,https://trove.nla.gov.au/newspaper/article/20851831,,None,None,,,,,,,4704,The Camp at Wandinong,The Camp at Wandinong,1898-09-24,1898-10-22,,0,,Y,,,42,"The Queenslander (Brisbane, Qld. : 1866 - 1939)",Queenslander,,"Brisbane, Qld.",Metropolitan,Queensland,2032,"Turner, Ethel","Curlewis, Mrs H. R.; Turner, Ethel S.; Dame Durden; Princess Ida","Turner, Ethel",Female,Australian,,AustLit; http://www.australianchildrensliterature.com/,Female,Australian,"""Little Larrikin"", ""Seven Little Australians""",Attributed with signature,
33151428,5323,Database,,,1898,1890,By Pure Accident,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=5323,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=33151428,https://trove.nla.gov.au/newspaper/article/33151428,,Narrative Background,Present Secondary,Narrative Colour," The"" sun was at its' fiercest, and the atmosphere was rendered/nfore dèasèbp oppressive by .reason"" of a"" large, bush fire which had been burning for days l»asi in 'the'butlyihg forests'. . 'i : /",,,,,5323,By Pure Accident,By Pure Accident,1898-03-11,1898-03-18,For the Western Mail,0,,Y,,,101,"Western Mail (Perth, WA : 1885 - 1954)",Western Mail,,"Perth, WA",Metropolitan,Western Australia,580,"Landor, C. F. Savage",,"Landor, C. F. Savage",Unknown,Unknown,,,Uninscribed,Australian,,Attributed,
39661498,4879,Database,7,,1898,1890,The Last Voyage of Martin Vallance: A Sea Story of To-Day,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=4879,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=39661498,https://trove.nla.gov.au/newspaper/article/39661498,,Part of Speech,Metaphor,Likening his legs to trees charred in busfhire,"I wondered, as I stood there, on the break of the little half-deck, staring down at them. And then, my eyes travelling along their bodies, a great hot sweat broke out, tingling like prickly heat all over me, and I reeled back in dismay as I saw that, from the hips downwards, they were the colour of saplings charred by a bush fire! Black as ink, without a stitch of clothing, ran four straddling, shape less stumps that had once been thighs and legs-black as ink they ran into the foul rain-water that washed be tween them in the boat's bottom. A truly desperate and awful sight, and one that made me feel sick and ill as I gazed alternately at the burnt sup ports and the fleshy trunks above them. The",,,,,4879,The Last Voyage of Martin Vallance: A Sea Story of To-Day,The Last Voyage of Martin Vallance: A Sea Story of To-Day,1898-03-11,1898-04-18,Short Stories,0,,Y,ADB,Chambers's Journal,74,Launceston Examiner (Tas. : 1842 - 1899),Launceston Examiner,,"Launceston, TAS",Provincial,Tasmania,433,"Barry, John Arthur",L. L.,"Barry, John Arthur",Male,Australian,,ADB,Male,British,,Attributed,
62373495,6061,Database,,,1898,1890,John Horton's Ward,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=6061,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=62373495,https://trove.nla.gov.au/newspaper/article/62373495,,None,None,Accidently added information on bushfire relief fund into story,,,,,,6061,John Horton's Ward,John Horton's Ward,1898-02-03,1898-03-03,,0,,Y,TJW/AustLit,,108,Gippsland Times (Vic. : 1861 - 1954),Gippsland Times,,"Gippsland, VIC",Provincial,Victoria,745,"Bunster, Grosvenor",G. B.,Unattributed,Male,Australian,,"AustLit; ""MR. GROSVENOR BUNSTER."" The Mercury (Hobart, Tas. : 1860 - 1954) 10 September 1904: 11. Web. 9 Aug 2016 <http://nla.gov.au/nla.news-article9689537>; ""DEATH OF A PRESSMAN."" The North Western Advocate and the Emu Bay Times (Tas. : 1899 - 1919) 24 August 1904: 2. Web. 9 Aug 2016 <http://nla.gov.au/nla.news-article64669430>",Uninscribed,Australian,"""Mark Felton"", ""The Devil's Wife"", ""Henstone's Revenge"", ""Tales of Crimes and Trials""",Unattributed with signature,
71319743,4703,Database,,,1898,1890,The Camp at Wandinong,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=4703,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=71319743,https://trove.nla.gov.au/newspaper/article/71319743,,Narrative Background,Narrative Colour,,"Stories-some of them strong of the soil, of burning days and fiery nights on the great blank plain of the centre; of sheep, creeping with lolling tongues and patient eyes for miles and miles and miles through sun ravaged country, and lying down to die just before the water and green pastures were reached; of desperate fights with bush fires; of the queer ways of aboriginals; of the wild loy of drafting scrub cattle; of hunting kangaroo; of feats of swift shearing, of branding.",,,,,4703,The Camp at Wandinong,The Camp at Wandinong,1898-10-08,1898-11-26,All Rights Reserved,0,,Y,,,52,"Australian Town and Country Journal (Sydney, NSW : 1870 - 1907)",Australian Town and Country,,"Sydney, NSW",Metropolitan,New South Wales,2032,"Turner, Ethel","Curlewis, Mrs H. R.; Turner, Ethel S.; Dame Durden; Princess Ida","Turner, Ethel",Female,Australian,,AustLit; http://www.australianchildrensliterature.com/,Female,Australian,"""A Little Larrikin,"" ""Seven Little Australians,"" etc.",Attributed with signature,
71319993,4703,Database,,6,1898,1890,The Camp at Wandinong,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=4703,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=71319993,https://trove.nla.gov.au/newspaper/article/71319993,,Narrative Background,Present Secondary,Narrative Colour setting scene still ,"The day had been fiercely hot; it was early Feb-, ruaxy, and, as though the sun at that péritid;.was not hot enough to bear, together with; Üié^ífoUr months' old drought, bush fires had begun to rage

hi all the districts around Wandinong, and the air was chokingly thick and oppressive. A dull smoke mist hung on the hills to the south and east, to th-» west and north the fires could be seen, glowing red at night, pale sheets and tongues of flame In the day.",,,,,4703,The Camp at Wandinong,The Camp at Wandinong,1898-10-08,1898-11-26,All Rights Reserved,0,,Y,,,52,"Australian Town and Country Journal (Sydney, NSW : 1870 - 1907)",Australian Town and Country,,"Sydney, NSW",Metropolitan,New South Wales,2032,"Turner, Ethel","Curlewis, Mrs H. R.; Turner, Ethel S.; Dame Durden; Princess Ida","Turner, Ethel",Female,Australian,,AustLit; http://www.australianchildrensliterature.com/,Female,Australian,"""A Little Larrikin,"" ""Seven Little Australians,"" etc.",Attributed with signature,
87773559,8239,Database,,,1898,1890,Bob: A Tale of Adventure in West Australia,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=8239,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=87773559,https://trove.nla.gov.au/newspaper/article/87773559,,Narrative Background,Past Primary,A bushfire has occurred. This is an adevtnure story with lots of Indigenous characters. In the earlier chapters do we get a sense of where this is taking place?,"Its ambiguous where this story is taking place, and is this intentional? IT takes place in Wet Australia. Bob is a woman. AN ABorigina woman, this si actually many chapter that just havn’t been broken up. The only bushfire that takes place in this story is in the past tense.",,,,About a hundred yards further on the trees had been cleared by Â» bush fire.,8239,Bob: A Tale of Adventure in West Australia,Bob: A Tale of Adventure in West Australia,1898-03-26,1898-05-28,,0,,Y,,,291,"Chronicle (Adelaide, SA : 1895 - 1954)",South Australian Chronicle,,"Adelaide, SA",Metropolitan,South Australia,1645,Timon,,Timon,Unknown,Unknown,,,Male,Australian,,Pseudonym,
130525344,6164,Database,,,1898,1890,The Sea Cliff Towers Mystery,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=6164,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=130525344,https://trove.nla.gov.au/newspaper/article/130525344,,None,None,Another error in that is information about bushfire acidently incorporated into ,,,,,,6164,The Sea Cliff Towers Mystery,The Mystery of Sea-Cliff Towers,1898-01-01,1898-04-23,All rights reserved,0,,Y,AustLit,,512,The Murrurundi Times and Liverpool Plains Gazette (NSW : 1874 - 1907; 1926 - 1929),Murrurundi Times,,"Murrurundi, NSW",Provincial,New South Wales,732,"Hennessey, J. D.","Carey, Grove","Hennessey, J. D.",Male,Australian,,AustLit,Uninscribed,Australian,"""The Dis-Honorable"", ""Wynnum"", ""An Australian Bush Track"", ""Gunnery of Church Consett""",Initials and surname with signature,
138662004,22375,Database,,,1898,1890,To Him that Hath Not,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=22375,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=138662004,https://trove.nla.gov.au/newspaper/article/138662004,,Narrative Background,Present Secondary,Narrative Colour,"""It was 98deg. at 10 o'clock this morning and the wind's blazing now There was no wind at all this morning."" ""And the bush fires are just raging,"" said a little yellow-haired girl, raising her head",,,,,22375,To Him that Hath Not,To Him that Hath Not,1898-02-05,1898-02-05,,1,,N,,,460,"The Australasian (Melbourne, Vic. : 1864 - 1946)",Australasian,,"Melbourne, Vic.",Metropolitan,Victoria,183,"Turner, Lilian",,"Turner, Lilian",Female,Australian,,AustLit,,,,Attributed,
138665823,13537,Database,,,1898,1890,A Little Hoyden,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=13537,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=138665823,https://trove.nla.gov.au/newspaper/article/138665823,,Narrative Background,Past Secondary,bushfire mentioned within context of having gotten pets,"""I have a lot of

birds at home, too, and three little wallabies in the fowl-yard. They ran out of a  

bush fire, and were caught by one of the hands, so I called them 'Shadrach, Meshach, and bednego.

Mr. Escott laughed, while wishing he could work up an enthusiasm for dumb animals on the spot.",,,,,13537,A Little Hoyden,A Little Hoyden,1898-04-30,1898-04-30,,1,,N,,The Australasian,460,"The Australasian (Melbourne, Vic. : 1864 - 1946)",Australasian,,"Melbourne, Vic.",Metropolitan,Victoria,1012,"Carmichael, Jennings","Carmichael,  Grace Elizabeth Jennings","Carmichael, Jennings",Female,Australian,,AustLit,,,,Pseudonym,
162332428,4706,Database,,3,1898,1890,The Camp at Wandinong,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=4706,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=162332428,https://trove.nla.gov.au/newspaper/article/162332428,,Narrative Background,Narrative Colour,,"Stories
suite ot them strong of the soil, of burning
dayt anc1 fery nights on the great blank
n'i.in oi the centre; of sheep creeping with
wiling tongues and patient eyes for jniles
nad miles and miles through sun-ravaged
country. and lying down to die just before
the A\ater and green pastures were reached;
ol xiesperate fights with bush fires; of the
queer ways of aboriginals; of the wild joy of
dnuting scrub cattle; of hunting kangaroo;
(if feats of swift shearing, of branding.",,,,,4706,The Camp at Wandinong,The Camp at Wandinong,1898-10-15,1898-11-12,,0,,Y,,,821,Adelaide Observer (SA : 1843 - 1904),Adelaide Observer,,"Adelaide, SA",Metropolitan,South Australia,2032,"Turner, Ethel","Curlewis, Mrs H. R.; Turner, Ethel S.; Dame Durden; Princess Ida","Turner, Ethel",Female,Australian,,AustLit; http://www.australianchildrensliterature.com/,Female,Australian,,Attributed,
197539659,20832,Database,,5,1898,1890,The Camp at Wandinong,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=20832,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=197539659,https://trove.nla.gov.au/newspaper/article/197539659,,Narrative Background,Present Secondary,Narrative Colour,"The dny liad been fiercely hot; It wns early February, and, as though the sun at that period was not enough to bear, to gether with the four months old drought, bush fires had begun to rage In all the dis trict around Wnudlnong, and tlie air wns chokingly thick and oppressive. A dull smoke mist hung on the hills to the south and east, to the west and north the fires could be seen, glowing red nt night, pale sheets and tongues of flame In the day. ",NarrativeColour,,,,20832,The Camp at Wandinong,The Camp at Wandinong,1898-09-17,1898-10-15,Copyright,0,,Y,,,319,"Leader (Melbourne, Vic. : 1862 - 1918)",Melbourne Leader,,"Melbourne, Vic.",Metropolitan,Victoria,2032,"Turner, Ethel","Curlewis, Mrs H. R.; Turner, Ethel S.; Dame Durden; Princess Ida","Turner, Ethel",Female,Australian,,AustLit; http://www.australianchildrensliterature.com/,Female,Australian,,Attributed,
20856203,4708,Database,,,1899,1890,Kooralgin: Pioneering in the Never Never,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=4708,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=20856203,https://trove.nla.gov.au/newspaper/article/20856203,,Narrative Background,Past Secondary,,"The tree where 'Tinker and 1 hil stalled off the attack of old Bogung and his mates was etill standing, but the smajl trees and the bark we had used in thd construction of our stockade had been long before consumed by bush fires. ",,,,,4708,Kooralgin: Pioneering in the Never Never,Kooralgin: Pioneering in the Never Never,1898-12-17,1899-02-18,,0,,Y,,,42,"The Queenslander (Brisbane, Qld. : 1866 - 1939)",Queenslander,,"Brisbane, Qld.",Metropolitan,Queensland,418,Old Bushman,,Old Bushman,Unknown,Unknown,,,Male,Australian,,Pseudonym,
22561399,9297,Database,23,6,1899,1890,Recollections of a Rambling Life. Pioneering in Queensland,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=9297,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=22561399,https://trove.nla.gov.au/newspaper/article/22561399,Recollections,Narrative Foreground,Present Primary,Narrative of stockmen moving sheep across country and saving them from fire," It was a grand sight In
the pitch-dark night, to see a perfect wall of
flame extending several miles across the
plain, now, fanned by a gust of wind, shoot
ing up 10ft or more from the ground, and
then, in a lull, again subsiding, this veins
repeated with grand effect nil along the lint
of fire, according as the wln.l rote and fell.",proximate,polygon,Near Darling Downs,,9297,Recollections of a Rambling Life. Pioneering in Queensland,Recollections of a Rambling Life. Pioneering in Queensland,1899-09-09,7/7/00,Published by arrangement with the author,0,,N,,,42,"The Queenslander (Brisbane, Qld. : 1866 - 1939)",Queenslander,,"Brisbane, Qld.",Metropolitan,Queensland,1976,"Archer, Thomas",,"Archer, Thomas",Male,Australian,,,Unknown,,,Attributed,
22563239,4727,Database,5,1-May,1899,1890,Captive and Captor,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=4727,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=22563239,https://trove.nla.gov.au/newspaper/article/22563239,,Narrative Foreground,Present Primary,"Set on a station, discussion of Aboriginal bushranger Dandy Mick who is to light a bushfire to seek revenge for station owner for taking away his partner.  Very racist depiction and language, Dandy Mick is discussed as character raised in civilization then drawn back to primitive life after watching a corroborree. The station is saved and the lovers are united.",,precise,Polygon,Stanbrook Station,,4727,Captive and Captor,Captive and Captor,1899-12-16,1899-12-16,,1,,N,AustLit,,42,"The Queenslander (Brisbane, Qld. : 1866 - 1939)",Queenslander,,"Brisbane, Qld.",Metropolitan,Queensland,410,"Halcro, Hugh",Katherine A. Wardlaw,"Halcro, Hugh",Female,Australian,,,Male,,,Pseudonym,
33178310,15915,Database,,,1899,1890,The Log of the Blackbird Schooner,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=15915,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=33178310,https://trove.nla.gov.au/newspaper/article/33178310,,None,None,Misidentification of bushfire as 'ambushed fire' is written in the text. ,,,,,,15915,The Log of the Blackbird Schooner,The Log of the Blackbird Schooner,1899-08-11,10/3/00,Written for the Western Mail,0,,Y,,,101,"Western Mail (Perth, WA : 1885 - 1954)",Western Mail,,"Perth, WA",Metropolitan,Western Australia,5857,"Young, E. W., and Whitcombe, F. H. A.","Whitcombe, F. H. Aubrey","Young, E. W. AND Whitcombe, F. H. A.",Male,Unknown,,"AustLit; ""NEWS AND NOTES."" The West Australian (Perth, WA : 1879 - 1954) 11 August 1899: 4. Web. 11 May 2016 <http://nla.gov.au/nla.news-article3232738>.",Uninscribed,Australian,,Initials and surname,
37725666,17219,Database,,,1899,1890,After Fifty Years,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=17219,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=37725666,https://trove.nla.gov.au/newspaper/article/37725666,,Narrative Foreground,Present Primary,"expedition in Tasmania by boat to retrieve speciality pine for purpose of ship building, lef by naturalist. ",,,,"near Port Davey, Tasmania",,17219,After Fifty Years,After Fifty Years,1899-01-13,1899-01-13,Written for the Western Mail,1,,N,,,101,"Western Mail (Perth, WA : 1885 - 1954)",Western Mail,,"Perth, WA",Metropolitan,Western Australia,6230,"Bufton, J.",,"Bufton, J.",Unknown,Unknown,,,Unknown,,,Initials and surname,
39797313,5814,Database,,,1899,1890,An Old Time Story,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=5814,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=39797313,https://trove.nla.gov.au/newspaper/article/39797313,Romance,Part of Speech,Hypothetical/Theoretical,,"""I hope a bush fire will come along, and burn them,"" she thought, fervently, as she hurried off, finding her new guise much easier to walk in. Hark! What was that? ",,,,,5814,An Old Time Story,An Old Time Story,1899-03-10,1899-03-13,,0,,Y,,,74,Launceston Examiner (Tas. : 1842 - 1899),Launceston Examiner,,"Launceston, TAS",Provincial,Tasmania,700,L.,,L.,Unknown,Unknown,,,Uninscribed,Australian,,Initials only,
66368100,7433,Database,,,1899,1890,Jack Anderson's Intention,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=7433,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=66368100,https://trove.nla.gov.au/newspaper/article/66368100,,Narrative Foreground,Present Primary,,,,,,,7433,Jack Anderson's Intention,Jack Anderson's Intention,1899-12-22,1899-12-22,For the Hawkesbury Advocate.,1,,N,,,176,"Hawkesbury Advocate (Windsor, NSW : 1899 - 1900)",Hawkesbury Advocate,,"Windsor, NSW",Provincial,New South Wales,1207,"Moreland, Marion",,"Moreland, Marion",Female,Unknown,,,,,,Attributed,
71333661,15412,Database,2,2,1899,1890,Memory's Wild Ride,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=15412,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=71333661,https://trove.nla.gov.au/newspaper/article/71333661,,Narrative Foreground,Present Primary,woman just rides her horse through to the fire that the men put out and its fine. ,,,,,,15412,Memory's Wild Ride,Memory's Wild Ride,1899-09-16,1899-09-16,Princess Spinaway's Department,0,,Y,,,52,"Australian Town and Country Journal (Sydney, NSW : 1870 - 1907)",Australian Town and Country,,"Sydney, NSW",Metropolitan,New South Wales,5650,"Tamara, Chloe",,"Tamara, Chloe",Unknown,Unknown,,,Female,Australian,,Attributed,
76967030,23622,Database,SV,SV,1899,1890,An Eve of Fire,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=23622,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=76967030,https://trove.nla.gov.au/newspaper/article/76967030,,Narrative Foreground,Present Primary,property is saved from fire,"though the damage done by the fire to their property was very great, still their hearts were full of thankfulness that the New Year had not found them utterly ruined and homeless. The change of wind, too, had brought up a heavy storm of rain, so that practically all need of anxiety was over.",,,,,23622,An Eve of Fire,An Eve of Fire,1899-01-01,1899-01-01,,1,,N,,,252,"The Dawn (Sydney, NSW : 1888 - 1905)",Dawn,,"Sydney, NSW",Metropolitan,New South Wales,7533,"Suttor, Mrs Allan",,"Suttor, Mrs Allan",Female,,,,,,,,
100463542,346,Database,20,15continued,1899,1890,Lost and Found: A Romance of the Desolate Region,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=346,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=100463542,https://trove.nla.gov.au/newspaper/article/100463542,Romance,Narrative Foreground,Present Primary,,"The bush fires raged on the distant ranges to the north and the far away plains to the west, with dense clouds of dark smoke in the day, and a dull lurid glare in the night. It was as if '* the earth should melt like wax, and the liea veus be dissolved with fervent beat.' Day flfter day this lasted, day after day it became more intense, until the sparse herbage crackled underfoot, and the dried-up leaves of the gum trees darkened and hung listlessly from their scorched boughs. ",,,,,346,Lost and Found: A Romance of the Desolate Region,Lost and Found: A Romance of the Desolate Region,1899-07-28,1899-11-24,Author's rights reserved,0,,Y,,,372,"Northern Argus (Clare, SA : 1869 - 1954)",Northern Argus,,"Clare, SA",Provincial,South Australia,935,"Whitworth, Robert P.",,"Whitworth, Robt. P.",Male,Australian,,,Male,Australian,"""Round the Camp Fire,"" ""Under the Dray,"" ""Spangles and Sawdust,"" ""Uncle John,"" ""The White Woman of Mundarrah,"" ""Mary Summers,"" etc.",Attributed with signature,
102216404,8476,Database,,4,1899,1890,The Genii of the Vanguard,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=8476,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=102216404,https://trove.nla.gov.au/newspaper/article/102216404,,Narrative Background,Past Primary,," Although the fact could scarcely be explained, yet that bush fires had been before them was un- mistakeable. After some days had passed the horses grew weak for want of water. ",,,,,8476,The Genii of the Vanguard,The Genii of the Vanguard,1899-10-27,2/3/00,,0,,Y,,,367,Goulburn Herald (NSW : 1881 - 1907),Goulburn Herald,,"Goulburn, NSW",Provincial,New South Wales,1824,"Lockwood, F. E.",,"Lockwood, F. E.",Unknown,Unknown,,,Uninscribed,Australian,,Initials and surname,
