Placename,Filename,longitude,latitude,State,mean_median_dist,median_median_dist,n_results,winnerPct,searchType,Trove_id,Status,Trove Title,Narrative Foreground/Background,url,Newspaper,Author,Start Date,End Date,Bushfire_Location
Tasmania,5431_22_06_1867_2_XII_FARMING OPERATIONS AND JOHNSON JUNIPER._36644371.txt,146.75,-42,TAS,0,0,2,100,exact,5431,Matching,The Maxwells of Bremgarten,Narrative Background,https://trove.nla.gov.au/newspaper/article/36644371,Launceston Examiner (Tas. : 1842 - 1899),"Ferrar, William Moore",1867-04-06,1868-10-17,"the whole country, from Ben Lomlond to Ben Nevis, and from here to St. Patrick's Head"
Tasmania,5431_10_08_1867_2_XIX_MORE TROUBLES._36645343.txt,146.75,-42,TAS,0,0,2,100,exact,5431,Matching,The Maxwells of Bremgarten,Narrative Foreground,https://trove.nla.gov.au/newspaper/article/36645343,Launceston Examiner (Tas. : 1842 - 1899),"Ferrar, William Moore",1867-04-06,1868-10-17,"Peppermint Forrest, Tasmania"
,,,,,,,,,,,Non-matching,The Maxwells of Bremgarten,Narrative Foreground,https://trove.nla.gov.au/newspaper/article/36646415,Launceston Examiner (Tas. : 1842 - 1899),"Ferrar, William Moore",1867-04-06,1868-10-17,Tasmania
Tasmania,5431_14_12_1867_2_XXXIV_A GLOOMY JOURNEY._36647803.txt,146.75,-42,TAS,0,0,2,100,exact,5431,Matching,The Maxwells of Bremgarten,Part of Speech,https://trove.nla.gov.au/newspaper/article/36647803,Launceston Examiner (Tas. : 1842 - 1899),"Ferrar, William Moore",1867-04-06,1868-10-17,Tasmania
,,,,,,,,,,,Non-matching,The Maxwells of Bremgarten,Narrative Background,https://trove.nla.gov.au/newspaper/article/36695560,Launceston Examiner (Tas. : 1842 - 1899),"Ferrar, William Moore",1867-04-06,1868-10-17,Near Sydney
Tasmania,5431_25_07_1868_2_LI_MAXWELL ENTERTAINS A STRANGER._36698899.txt,146.75,-42,TAS,0,0,2,100,exact,5431,Matching,The Maxwells of Bremgarten,Narrative Background,https://trove.nla.gov.au/newspaper/article/36698899,Launceston Examiner (Tas. : 1842 - 1899),"Ferrar, William Moore",1867-04-06,1868-10-17,
,,,,,,,,,,,Non-matching,"Kitty Dunolly, My Schoolmate: A Victorian Sketch",Narrative Foreground,https://trove.nla.gov.au/newspaper/article/36008909,Burra Record (SA : 1878 - 1954),G. E. C.,1883-10-30,1883-11-02,?
Australia,5343_11_08_1882_1_I__35946047.txt,137.13828,-28.61389,Ambiguous,0,0,2,,exact,5343,Matching,By Slow Degrees: A Story of Australia,Narrative Background,https://trove.nla.gov.au/newspaper/article/35946047,Burra Record (SA : 1878 - 1954),"Montgomery, Alexander",1882-08-11,1882-11-17,Kojonga swamp
IL,5323_11_03_1898_54_II__33151428.txt,,,None,,,0,,None,5323,Matching,By Pure Accident,Narrative Background,https://trove.nla.gov.au/newspaper/article/33151428,"Western Mail (Perth, WA : 1885 - 1954)","Landor, C. F. Savage",1898-03-11,1898-03-18,
Australia,5032_30_01_1909_46_XV_The Abduction of the Gins.-_23597540.txt,137.13828,-28.61389,Ambiguous,0,0,2,,exact,5032,Matching,The Undulla,None,https://trove.nla.gov.au/newspaper/article/23597540,"The Queenslander (Brisbane, Qld. : 1866 - 1939)",Bulloo,26/9/08,10/4/09,
Yoorka,5030_18_01_1913_46_XII__23327831.txt,,,None,,,0,,None,5030,Matching,The Mingalee,Narrative Background,https://trove.nla.gov.au/newspaper/article/23327831,"The Queenslander (Brisbane, Qld. : 1866 - 1939)",Bulloo,12/10/12,22/3/13,
Jittlo,5030_8_03_1913_45_XVIII__23329439.txt,,,None,,,0,,None,5030,Matching,The Mingalee,Part of Speech,https://trove.nla.gov.au/newspaper/article/23329439,"The Queenslander (Brisbane, Qld. : 1866 - 1939)",Bulloo,12/10/12,22/3/13,
Victoria,5026_11_05_1912_46_IX__21913665.txt,148.1344444,-33.93027778,NSW,4.494904881,3.929359113,11,63.63636364,exact,5026,Matching,"Koolparri; or, The Pioneers",Narrative Background,https://trove.nla.gov.au/newspaper/article/21913665,"The Queenslander (Brisbane, Qld. : 1866 - 1939)",Bulloo,2/3/12,28/9/12,
Lhcir,5025_26_08_1911_46_XII__21920690.txt,,,None,,,0,,None,5025,Matching,The Windoola,Narrative Background,https://trove.nla.gov.au/newspaper/article/21920690,"The Queenslander (Brisbane, Qld. : 1866 - 1939)",Bulloo,27/5/11,3/2/12,
Bedourie,5013_30_03_1901_597_VII_On the March._21255174.txt,139.47625,-24.39555556,QLD,2.4360489,0.057292165,4,100,exact,5013,Matching,Bedourie the Half-Caste,Narrative Foreground,https://trove.nla.gov.au/newspaper/article/21255174,"The Queenslander (Brisbane, Qld. : 1866 - 1939)",Bulloo,16/2/01,7/6/02,
Sweetwater Creek,5013_4_05_1901_837_XII_Bedourie on the Trail._21262096.txt,146.6486818,-36.97451342,Ambiguous,2.67001726,1.576123735,6,,exact,5013,Matching,Bedourie the Half-Caste,Narrative Foreground,https://trove.nla.gov.au/newspaper/article/21262096,"The Queenslander (Brisbane, Qld. : 1866 - 1939)",Bulloo,16/2/01,7/6/02,
Edinburgh,5011_7_10_1905_46_XV_The Skull._20798621.txt,145.45,-33.415,Ambiguous,6.220491708,7.045364013,3,,exact,5011,Matching,The Kingaroi,Narrative Background,https://trove.nla.gov.au/newspaper/article/20798621,"The Queenslander (Brisbane, Qld. : 1866 - 1939)",Bulloo,24/6/05,20/1/06,
New,5011_23_12_1905_46_XXV__20801163.txt,,,None,,,0,,None,5011,Matching,The Kingaroi,Part of Speech,https://trove.nla.gov.au/newspaper/article/20801163,"The Queenslander (Brisbane, Qld. : 1866 - 1939)",Bulloo,24/6/05,20/1/06,
South,5009_18_2_1905_46_XI_Bendeena Joins Them._20354175.txt,,,None,,,0,,None,5009,Matching,Wyreema,Narrative Background,https://trove.nla.gov.au/newspaper/article/20354175,"The Queenslander (Brisbane, Qld. : 1866 - 1939)",Bulloo,17/12/04,3/6/05,
Nara,5008_8_10_1904_46_XIX_Naraponga Captured._20349637.txt,138.73182,-34.99258,SA,0,0,3,66.66666667,exact,5008,Matching,Naraponga,Narrative Background,https://trove.nla.gov.au/newspaper/article/20349637,"The Queenslander (Brisbane, Qld. : 1866 - 1939)",Bulloo,11/6/04,26/11/04,
Brisbane,4966_2_04_1887_17_XVI_The Cruise of the Terror._84120517.txt,151.9229167,-29.82472222,Ambiguous,2.603174807,2.603174807,2,,exact,4966,Matching,The Lighthouse of Bluff Cape,Narrative Background,https://trove.nla.gov.au/newspaper/article/84120517,"Queensland Figaro and Punch (Brisbane, Qld. : 1885 - 1889)","Bell, A. B.",1887-02-05,1887-08-06,Off Qld Coast
Berlin,4920_4_12_1880_1_II (CONTINUED)__77590387.txt,,,None,,,0,,None,4920,Matching,In the Folds of the Serpent,Narrative Background,https://trove.nla.gov.au/newspaper/article/77590387,"Border Watch (Mount Gambier, SA : 1861 - 1954)","Cameron, Donald",1880-11-20,1881-05-14,"Grit, Ferntree Gully"
Antelope,4879_16_03_1898_3_II.-(Continued.)__39661498.txt,,,None,,,0,,None,4879,Matching,The Last Voyage of Martin Vallance: A Sea Story of To-Day,Part of Speech,https://trove.nla.gov.au/newspaper/article/39661498,Launceston Examiner (Tas. : 1842 - 1899),"Barry, John Arthur",1898-03-11,1898-04-18,
Creek,4853_29_12_1883_1_IV __75654845.txt,,,None,,,0,,None,4853,Matching,Ettie's Error: An Australian Story,Duplicate,https://trove.nla.gov.au/newspaper/article/75654845,Warwick Argus (Qld. : 1879 - 1901),"Stephen, Harold W. H.",1883-10-06,1883-12-29,
Moorlyn,4749_11_12_1897_4_I__24472552.txt,,,None,,,0,,None,4749,Matching,The Ghost of Murray's Plains,Narrative Background,https://trove.nla.gov.au/newspaper/article/24472552,"The Queenslander (Brisbane, Qld. : 1866 - 1939)","Halcro, Hugh",1897-12-11,1897-12-11,
Sydney,4727_16_12_1899_21_I__22563239.txt,151.2094444,-33.865,NSW,0.002685185,0,5,60,exact,4727,Matching,Captive and Captor,Narrative Foreground,https://trove.nla.gov.au/newspaper/article/22563239,"The Queenslander (Brisbane, Qld. : 1866 - 1939)","Halcro, Hugh",1899-12-16,1899-12-16,Stanbrook Station
,,,,,,,,,,,Non-matching,A Holiday Adventure,Narrative Background,https://trove.nla.gov.au/newspaper/article/24472788,"The Queenslander (Brisbane, Qld. : 1866 - 1939)",Delphia,1897-11-27,1898-01-15,
Brisbane,4708_11_02_1899_257_XIV__20856203.txt,151.9229167,-29.82472222,Ambiguous,2.603174807,2.603174807,2,,exact,4708,Matching,Kooralgin: Pioneering in the Never Never,Narrative Background,https://trove.nla.gov.au/newspaper/article/20856203,"The Queenslander (Brisbane, Qld. : 1866 - 1939)",Old Bushman,1898-12-17,1899-02-18,
Virginia,4706_22_10_1898_37_III__162332428.txt,153.0629167,-27.37611111,QLD,3.626910844,0.003978929,8,50,exact,4706,Matching,The Camp at Wandinong,Narrative Background,https://trove.nla.gov.au/newspaper/article/162332428,Adelaide Observer (SA : 1843 - 1904),"Turner, Ethel",1898-10-15,1898-11-12,
Wandinong,4704_1_10_1898_641_III-IV__20851831.txt,149.015931,-32.23512575,NSW,4.170238344,4.170238344,2,100,exact,4704,Matching,The Camp at Wandinong,None,https://trove.nla.gov.au/newspaper/article/20851831,"The Queenslander (Brisbane, Qld. : 1866 - 1939)","Turner, Ethel",1898-09-24,1898-10-22,
Wandinong,4703_29_10_1898_32_III.-(Continued.)__71319743.txt,149.015931,-32.23512575,NSW,4.170238344,4.170238344,2,100,exact,4703,Matching,The Camp at Wandinong,Narrative Background,https://trove.nla.gov.au/newspaper/article/71319743,"Australian Town and Country Journal (Sydney, NSW : 1870 - 1907)","Turner, Ethel",1898-10-08,1898-11-26,
Wandinong,4703_5_11_1898_32_VI.__71319993.txt,149.015931,-32.23512575,NSW,4.170238344,4.170238344,2,100,exact,4703,Matching,The Camp at Wandinong,Narrative Background,https://trove.nla.gov.au/newspaper/article/71319993,"Australian Town and Country Journal (Sydney, NSW : 1870 - 1907)","Turner, Ethel",1898-10-08,1898-11-26,
Australia,4690_22_12_1894_3_I__20723289.txt,137.13828,-28.61389,Ambiguous,0,0,2,,exact,4690,Matching,Brothers Again,Narrative Background,https://trove.nla.gov.au/newspaper/article/20723289,"The Queenslander (Brisbane, Qld. : 1866 - 1939)","Briggs, G. Spencer",1894-12-22,1894-12-22,not clear; inland
Wilga,4686_10_11_1894_885_V_THE LONG STIRRUP; THE LETTER; THE LIMESTONE CAVE._20721915.txt,147.0220744,-32.27196975,NSW,2.602500543,2.244734042,29,89.65517241,exact,4686,Matching,A Whim of the Mistress,Narrative Background,https://trove.nla.gov.au/newspaper/article/20721915,"The Queenslander (Brisbane, Qld. : 1866 - 1939)","Foott, Mary Hannay",1894-10-13,1894-11-24,
Bendemeer,4672_21_12_1895_1169_III__21639214.txt,148.5261111,-30.84833333,NSW,2.817756765,2.503849174,6,100,exact,4672,Matching,Passing the Love of a Woman: An Australian Story,Narrative Background,https://trove.nla.gov.au/newspaper/article/21639214,"The Queenslander (Brisbane, Qld. : 1866 - 1939)","Gay, Ellerton",1895-12-07,1896-04-04,no location
Bendemeer,4672_29_02_1896_402_XIII.__20445481.txt,148.5261111,-30.84833333,NSW,2.817756765,2.503849174,6,100,exact,4672,Matching,Passing the Love of a Woman: An Australian Story,Narrative Background,https://trove.nla.gov.au/newspaper/article/20445481,"The Queenslander (Brisbane, Qld. : 1866 - 1939)","Gay, Ellerton",1895-12-07,1896-04-04,no location
New South Wales,"4643_20_12_1879_14_I-VI_LINLARRA, AND INTRODUCTORY._20330209.txt",147.0177778,-32.16166667,NSW,0,0,1,100,exact,4643,Matching,Linlarra Station and the Christmas Day I Spent There,Narrative Foreground,https://trove.nla.gov.au/newspaper/article/20330209,"The Queenslander (Brisbane, Qld. : 1866 - 1939)",Bush Naturalist,1879-12-20,1879-12-20,western slope of the New South Wales mountainous country.
St. K.lda,4636_19_12_1891_7_I__20298766.txt,,,None,,,0,,None,4636,Matching,Love's Natural Death,Narrative Background,https://trove.nla.gov.au/newspaper/article/20298766,"The Queenslander (Brisbane, Qld. : 1866 - 1939)",Carew,1891-12-19,1891-12-19,Gippsland
Australia,4609_23_12_1899_9_I__135374630.txt,137.13828,-28.61389,Ambiguous,0,0,2,,exact,4609,Matching,Through the Mill 2,Narrative Background,https://trove.nla.gov.au/newspaper/article/135374630,Newcastle Morning Herald and Miners' Advocate (NSW : 1876 - 1954),"Sidney, Carton",1899-12-23,1899-12-23,
Wattle Island,4607_26_04_1890_785_I__20282385.txt,146.3612518,-39.14014053,VIC,0,0,1,100,exact,4607,Matching,The Swamp Grass Girl,Narrative Background,https://trove.nla.gov.au/newspaper/article/20282385,"The Queenslander (Brisbane, Qld. : 1866 - 1939)",Carew,1890-04-26,1890-04-26,"KooWeeRup Swamp, Gippsland"
England,4592_25_08_1888_321_XVII.__19935015.txt,152.4666667,-27.43333333,QLD,0,0,1,100,exact,4592,Matching,Early Days,Narrative Foreground,https://trove.nla.gov.au/newspaper/article/19935015,"The Queenslander (Brisbane, Qld. : 1866 - 1939)",Iris,1888-03-24,1888-09-22,Willenga SA
India,4550_31_08_1889_401_III__19816846.txt,,,None,,,0,,None,4550,Matching,Visited on the Children,Narrative Background,https://trove.nla.gov.au/newspaper/article/19816846,"The Queenslander (Brisbane, Qld. : 1866 - 1939)",Audax,1889-08-24,1889-08-31,North West NSW
,,,,,,,,,,,Non-matching,Cynthia's Folly,Narrative Foreground,https://trove.nla.gov.au/newspaper/article/77335443,"The Daily News (Perth, WA : 1882 - 1950)",Unknown,25/2/08,3/3/08,
Ngarahoe Station,4240_17_5_1907_8_1.II_A LOVE STORY_66227131.txt,,,None,,,0,,None,4240,Matching,A Love Story,Narrative Background,https://trove.nla.gov.au/newspaper/article/66227131,Geraldton Guardian,Unknown,17/5/07,17/5/07,
Australia,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,137.13828,-28.61389,Ambiguous,0,0,2,,exact,3736,Matching,Underneath: A Christmas Day's Revelations,Narrative Foreground,https://trove.nla.gov.au/newspaper/article/94334772,"South Australian Weekly Chronicle (Adelaide, SA : 1881 - 1889)","Franc, Maud Jeanne",1885-12-19,1885-12-19,A days travel from Adelaide (Near Coast)
HI,3354_12_04_1887_1_I_BLACK THURSDAY_79729620.txt,,,None,,,0,,None,3354,Matching,"Arthur Landon, the Australian Bushman",Narrative Background,https://trove.nla.gov.au/newspaper/article/79729620,"The Western Champion (Blackall/Barcaldine, Qld. : 1879 - 1891)","McLean, Angus",1887-04-12,1887-06-07,
,,,,,,,,,,,Non-matching,"Arthur Landon, the Australian Bushman",Narrative Background,https://trove.nla.gov.au/newspaper/article/66863918,The Maffra Spectator (Vic. : 1882 - 1920),"McLean, Angus",1887-04-04,1887-04-04,"Manaroo (Monaro?), SE NSW"
,,,,,,,,,,,Non-matching,"Arthur Landon, the Australian Bushman",Narrative Foreground,https://trove.nla.gov.au/newspaper/article/65678866,Fitzroy City Press (Vic. : 1881 - 1920),"McLean, Angus",1890-03-14,1890-07-11,Plenty Ranges
Magniro,3295_19_11_1892_1_XVIII_CHANCE OR DESTINY._77533423.txt,,,None,,,0,,None,3295,Matching,The Fatal Treasure: A Story of the Black Forest,Narrative Background,https://trove.nla.gov.au/newspaper/article/77533423,"Border Watch (Mount Gambier, SA : 1861 - 1954)","Wright, James J.",1892-10-08,1893-01-07,Black Forest Victoria
Carlesruhe,3294_12_11_1892_3_XVII.-CONTINUED.__73593473.txt,144.4970833,-37.28125,VIC,0.025677181,0.028875879,5,60,fuzzy,3294,Matching,The Fatal Treasure: A Story of the Black Forest,Narrative Background,https://trove.nla.gov.au/newspaper/article/73593473,"Queenscliff Sentinel, Drysdale, Portarlington and Sorrento Advertiser (Vic. : 1885 - 1894)","Wright, James J.",1892-09-10,1893-05-20,Black Forest Victoria
Queensland,"3086_4_07_1891_3_10_THURSDAY ISLAND, August 17th._18998362.txt",121.2023,-31.02926,WA,0,0,1,100,exact,3086,Matching,"Over Many Seas; or, Half Round the World",Narrative Background,https://trove.nla.gov.au/newspaper/article/18998362,The Maitland Mercury and Hunter River General Advertiser (NSW : 1843 - 1893),"Bowling, E. J.",1891-04-25,1891-07-18,Thursday Island
Melbourne,2962_21_08_1896_5_XXVI.-(Continued.)__67439023.txt,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,exact,2962,Matching,From Dark to Dawn: A Back Block Romance,Narrative Background,https://trove.nla.gov.au/newspaper/article/67439023,"Warragul Guardian (Warragul, Vic. : 1895 - 1900)","Baker, Goodwin",1896-08-07,1896-09-11,
Goulburn Valley,2961_21_08_1896_5_XXVII__58887886.txt,,,None,,,0,,None,2961,Matching,From Dark to Dawn: A Back Block Romance,Narrative Foreground,https://trove.nla.gov.au/newspaper/article/58887886,"The Broadford Courier and Reedy Creek Times (Broadford, Vic. : 1893 - 1916)","Baker, Goodwin",1896-06-12,1896-09-11,Goulburn Valley (near Shepparton)
Alfred Hospital,2785_20_08_1909_7_XI__76788678.txt,144.9859772,-37.8456955,VIC,0,0,1,100,exact,2785,Matching,A Strange Entanglement,Narrative Background,https://trove.nla.gov.au/newspaper/article/76788678,"The Daily News (Perth, WA : 1882 - 1950)",Rita,11/8/09,21/8/09,
,,,,,,,,,,,Non-matching,Black Thursday,Narrative Foreground,https://trove.nla.gov.au/newspaper/article/84380895,"The Charleville Times (Brisbane, Qld. : 1896 - 1954)",Unknown,1896-07-25,1896-08-22,
Lake,2246_8_08_1896_1_III__84380964.txt,147.5011111,-35.115,NSW,1.421260905,1.5,4,100,exact,2246,Matching,Black Thursday,Narrative Foreground,https://trove.nla.gov.au/newspaper/article/84380896,,,,,
,,,,,,,,,,,Non-matching,Black Thursday,Narrative Foreground,https://trove.nla.gov.au/newspaper/article/84380898,,,,,
,,,,,,,,,,,Non-matching,Black Thursday,Narrative Foreground,https://trove.nla.gov.au/newspaper/article/84380897,,,,,
Australia,2222_27_02_1897_6_25.3_Continued._82697334.txt,137.13828,-28.61389,Ambiguous,0,0,2,,exact,2222,Matching,The Black Forty: A Story of Early Australia,Narrative Foreground,https://trove.nla.gov.au/newspaper/article/82697334,"The Clipper (Hobart, Tas. : 1893 - 1909)",Unknown,1896-07-04,1897-04-03,
Australia,2222_6_02_1897_6_24_SHOWING HOW TOM SLAGGE MET HIS FATHER_82700127.txt,137.13828,-28.61389,Ambiguous,0,0,2,,exact,2222,Matching,The Black Forty: A Story of Early Australia,Narrative Foreground,https://trove.nla.gov.au/newspaper/article/82700127,"The Clipper (Hobart, Tas. : 1893 - 1909)",Unknown,1896-07-04,1897-04-03,
Melbourne,2061_9_01_1886_0_I_THROUGH FIRE._73766225.txt,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,exact,2061,Matching,Two New Year Days,Narrative Background,https://trove.nla.gov.au/newspaper/article/73766225,"Independent (Footscray, Vic. : 1883 - 1922)",Unknown,1886-01-09,1886-01-09,"Fiery Creek , Victoria"
,1968_28_08_1880_30_XXXIII_BUT AM I NOT NOBLER THROUGH THY LOVE_70947245.txt,,,None,,,0,,None,1968,Matching,An Open Verdict: A New Novel,None,https://trove.nla.gov.au/newspaper/article/70947245,"Australian Town and Country Journal (Sydney, NSW : 1870 - 1907)","Braddon, M. E.",1880-04-03,1880-12-18,None
Sydney,"1967_10_01_1880_31_XXX_The merry, witching olf_70939958.txt",151.2094444,-33.865,NSW,0.002685185,0,5,60,exact,1967,Matching,Through the Breakers,Narrative Background,https://trove.nla.gov.au/newspaper/article/70939958,"Australian Town and Country Journal (Sydney, NSW : 1870 - 1907)",Unknown,1879-10-25,1880-01-10,
Blacchanalian,1691_13_11_1871_4_I_THE FIRST PHANTOM_65426189.txt,,,None,,,0,,None,1691,Matching,Condensed Novels: The Haunted Man,None,https://trove.nla.gov.au/newspaper/article/65426189,Portland Guardian and Normanby General Advertiser (Vic. : 1842 - 1876),"Harte, Bret",1871-11-13,1871-11-13,
,,,,,,,,,,,Non-matching,My Wedding Day: A South Australian Story,Narrative Foreground,https://trove.nla.gov.au/newspaper/article/110268270,PetersburgTimes (SA : 1887 - 1919),Rita,1890-09-05,1890-09-05,SA
,,,,,,,,,,,Non-matching,My Wedding Day: A South Australian Story,Narrative Foreground,https://trove.nla.gov.au/newspaper/article/110268282,PetersburgTimes (SA : 1887 - 1919),Rita,1890-09-05,1890-09-05,SA
Jaok,1674_23_08_1890_5_I__65342586.txt,,,None,,,0,,None,1674,Matching,My Wedding Day: A South Australian Story,Narrative Foreground,https://trove.nla.gov.au/newspaper/article/65342586,Bathurst Free Press and Mining Journal (NSW : 1851 - 1904),Rita,1890-08-23,1890-08-23,SA
Blaxland,1646_19_03_1881_0_VI_WHAT PHILLIP ARMSTRONG THOUGHT OF JANET CARTER._64974171.txt,150.7011111,-33.03166667,NSW,2.328760824,2.302115116,13,84.61538462,exact,1646,Matching,The Golden Link,Part of Speech,https://trove.nla.gov.au/newspaper/article/64974171,Illustrated Sydney News and New South Wales Agriculturalist and Grazier (NSW : 1872 - 1881),Unknown,1881-02-19,1881-08-06,NSW
Beechwood,1638_16_2_1891_4_XVI__64227663.txt,138.73144,-35.00402,SA,0.36357655,0.152780819,5,60,exact,1638,Matching,Sylvia's Story,None,https://trove.nla.gov.au/newspaper/article/64227663,Bathurst Free Press and Mining Journal (NSW : 1851 - 1904),Rita,1891-01-06,1891-03-17,Narrabri
Melbourne,1609_26_03_1892_21_V__64030464.txt,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,exact,1609,Matching,Sibby The Hunter: A Romance of Tasmania,Narrative Background,https://trove.nla.gov.au/newspaper/article/64030464,Illustrated Sydney News (NSW: 1881-1894),Unknown,1892-03-12,1892-04-09,"Cressy, Tas"
India,1594_7_02_1890_3_V. (CONTINUED.) _NED'S RESOLVE._65804863.txt,,,None,,,0,,None,1594,Matching,By Pike and Dyke: A Tale of the Rise of the Dutch Republic,None,https://trove.nla.gov.au/newspaper/article/65804863,Kyabram Union (Vic. : 1886 - 1894),"Henty, G. A.",1890-01-10,1890-05-09,
Melbourne,1373_23_02_1893_3_VI_The Bushfire._59755534.txt,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,exact,1373,Matching,A Romance of Real Life,Narrative Foreground,https://trove.nla.gov.au/newspaper/article/59755534,Mercury and Weekly Courier (Vic. : 1878 - 1903),Rita,1893-02-23,1893-02-23,Canyanboon
Dublin,1359_25_03_1882_3_IV__59749586.txt,135.1372635,-33.13616926,SA,3.470829059,3.470829059,4,50,exact,1359,Matching,In the Wrong Envelope: A Story in Four Chapters,None,https://trove.nla.gov.au/newspaper/article/59749586,Mercury and Weekly Courier (Vic. : 1878 - 1903),Rita,1882-03-11,1882-03-25,
Great Ktrcih,817_8_04_1886_3_VII__30791076.txt,,,None,,,0,,None,817,Matching,The Widow's Plot,None,https://trove.nla.gov.au/newspaper/article/30791076,Queanbeyan Age (NSW : 1867 - 1904),Rita,1886-03-27,1886-05-11,
Blexley,613_7_11_1891_5_I_HOW IT BEGAN._19002990.txt,,,None,,,0,,None,613,Matching,The Blexley Feud,None,https://trove.nla.gov.au/newspaper/article/19002990,The Maitland Mercury and Hunter River General Advertiser (NSW : 1843 - 1893),Rita,1891-11-07,1891-11-14,American?
Queensland,484_2_08_1884_5_XVI_FROM DROUGHT TO FLOOD. -RONALD'S LAST RESOURCE.-MOLONGA CREEK STATION.-THE PARRAMATTA PET_67865950.txt,121.2023,-31.02926,WA,0,0,1,100,exact,484,Matching,Ronald Walton: A Tale of Early Squatting Life in Moreton Bay,Narrative Background,https://trove.nla.gov.au/newspaper/article/67865950,"The Capricornian (Rockhampton, Qld. : 1875 - 1929)",Unknown,1884-06-07,1884-11-22,
Heytesbury Forest,470_8_12_1894_11_XVII_TELLING DOLLY THE NEWS._8724441.txt,,,None,,,0,,None,470,Matching,The Other Man,Narrative Foreground,https://trove.nla.gov.au/newspaper/article/8724441,"The Argus (Melbourne, Vic. : 1848 - 1957)","Gaunt, Mary",1894-10-13,1895-01-12,"Western District, Vic"
Bolwarra,470_15_12_1894_4_XIX_A STRUGGLE FOR LIFE._8725702.txt,144.0666667,-17.46527778,QLD,0.073075302,0.056689189,9,55.55555556,exact,470,Matching,The Other Man,Narrative Foreground,https://trove.nla.gov.au/newspaper/article/8725702,"The Argus (Melbourne, Vic. : 1848 - 1957)","Gaunt, Mary",1894-10-13,1895-01-12,"Western District, Vic"
Maitland,470_22_12_1894_11_XXI_POOR ALICK FINLAYSON._8726885.txt,151.5511111,-32.74833333,Ambiguous,5.60926681,0.050307695,6,,exact,470,Matching,The Other Man,Narrative Background,https://trove.nla.gov.au/newspaper/article/8726885,"The Argus (Melbourne, Vic. : 1848 - 1957)","Gaunt, Mary",1894-10-13,1895-01-12,
Nande,411_3_02_1898_7_VII-(Continued.)__3665793.txt,,,None,,,0,,None,411,Matching,Keith Hope,Narrative Foreground,https://trove.nla.gov.au/newspaper/article/3665793,The Brisbane Courier (Qld. : 1864 - 1933),"Cameron, William A.",1898-01-13,1898-03-08,
New South Wales,411_8_02_1898_7_IX__3666055.txt,147.0177778,-32.16166667,NSW,0,0,1,100,exact,411,Matching,Keith Hope,Narrative Foreground,https://trove.nla.gov.au/newspaper/article/3666055,The Brisbane Courier (Qld. : 1864 - 1933),"Cameron, William A.",1898-01-13,1898-03-08,
Sandown,411_8_03_1898_7_XVI__3667700.txt,148.4368611,-27.18989442,Ambiguous,4.129370749,4.129370749,2,,exact,411,Matching,Keith Hope,Narrative Foreground,https://trove.nla.gov.au/newspaper/article/3667700,The Brisbane Courier (Qld. : 1864 - 1933),"Cameron, William A.",1898-01-13,1898-03-08,
Northern Queensland,370_10_03_1883_369_XIII_SUPER-MUNDANE._19789902.txt,,,None,,,0,,None,370,Matching,Red Dick the Stockman,Narrative Background,https://trove.nla.gov.au/newspaper/article/19789902,"The Queenslander (Brisbane, Qld. : 1866 - 1939)",Bush Naturalist,1883-01-06,1883-03-10,Northern Queensland
Providence,363_10_06_1882_713_III__19784628.txt,146.8592933,-34.25092625,NSW,0.686901287,0.686901287,2,100,exact,363,Matching,Marcia,Narrative Background,https://trove.nla.gov.au/newspaper/article/19784628,"The Queenslander (Brisbane, Qld. : 1866 - 1939)",Onyx,1882-06-03,1882-08-05,Indeterminate
,,,,,,,,,,,Non-matching,Marcia,Narrative Background,https://trove.nla.gov.au/newspaper/article/19784798,"The Queenslander (Brisbane, Qld. : 1866 - 1939)",Onyx,1882-06-03,1882-08-05,Indeterminate
Brocken,361_30_09_1882_426_IX__19786879.txt,,,None,,,0,,None,361,Matching,The Misfortunes of Beilby Boolger,Narrative Background,https://trove.nla.gov.au/newspaper/article/19786879,"The Queenslander (Brisbane, Qld. : 1866 - 1939)",By ---,1882-08-26,1882-12-23,
Cologne,361_14_10_1882_497_XI.__19787151.txt,,,None,,,0,,None,361,Matching,The Misfortunes of Beilby Boolger,Narrative Background,https://trove.nla.gov.au/newspaper/article/19787151,"The Queenslander (Brisbane, Qld. : 1866 - 1939)",By ---,1882-08-26,1882-12-23,
Brocken,360_3_10_1882_3_IX__3407558.txt,,,None,,,0,,None,360,Matching,The Misfortunes of Beilby Boolger,Narrative Background,https://trove.nla.gov.au/newspaper/article/3407558,The Brisbane Courier (Qld. : 1864 - 1933),By ---,1882-08-19,1883-01-01,
Fiery Creek,349_4_8_1899_6_XVI_FIRE! FIRE_109462707.txt,144.55,-22.38333333,QLD,4.310147574,4.285796957,10,70,exact,349,Matching,Lost and Found: A Romance of the Desolate Region,Narrative Foreground,https://trove.nla.gov.au/newspaper/article/109462707,PetersburgTimes (SA : 1887 - 1919),"Whitworth, Robert P.",1899-06-23,1899-10-13,
