,0,1,2,mappify_suburb,mappify_state,mappify_location_lat,mappify_location_lon,partial ratio
7452,MACAR,LOCATION,18810221-185-200655424 (1 of 1).txt,MANAR,NSW,-35.29585511,149.6413845,80
7454,MESSRE,LOCATION,18810221-185-200655424 (1 of 1).txt,MASSIE,QLD,-28.14038434,151.8996,67
7455,MELBOURNO,LOCATION,18691230-13-5809415 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,89
7457,EUROPE,LOCATION,18831229-621-220536321 (1 of 1).txt,EUROKA,NSW,-31.07562809,152.8126709,67
7458,LOME,LOCATION,18810823-1052-212694102 (1 of 1).txt,NOME,QLD,-19.37712019,146.9248368,75
7459,ST. KILDA,LOCATION,18900103-180-66931748 (1 of 2).txt,ST KILDA,SA,-34.74494403,138.5535092,88
7463,HOBART,LOCATION,18900103-180-66931748 (1 of 2).txt,MOZART,NSW,-33.81371456,149.8605201,67
7464,BINDON,LOCATION,18671017-874-174536573 (1 of 1).txt,FINDON,SA,-34.90336679,138.53142169999998,83
7465,COLAC,LOCATION,18750126-108-61909641 (2 of 3).txt,COOLAC,NSW,-34.94483834,148.1698419,80
7466,ECEHUCA,LOCATION,18750126-108-61909641 (2 of 3).txt,ECHUCA,VIC,-36.18245189,144.71124030000001,83
7468,GRAFTON,LOCATION,18671210-8-18732910 (3 of 3).txt,GRANTON,TAS,-42.76587796,147.2196843,86
7473,HOMEBUSB,LOCATION,18710102-558-150657340 (1 of 2).txt,HOMEBUSH,QLD,-21.28566507,149.05737319999997,88
7478,AUCKLAND,LOCATION,18851231-840-174685664 (1 of 1).txt,BUCKLAND,QLD,-24.51798909,147.7493236,88
7482,KORONG VIDE,LOCATION,18820112-13-11529075 (2 of 4).txt,KORONG VALE,VIC,-36.39900763,143.69299660000001,82
7483,HALLSN,LOCATION,18780125-232-211536432 (1 of 1).txt,BALLAN,VIC,-37.587272999999996,144.23701200000002,67
7484,NORTHAMPTON,LOCATION,18860224-180-66035157 (1 of 1).txt,SOUTHAMPTON,WA,-33.88263456,115.9834628,82
7485,NORTHAMPTON,LOCATION,18860224-180-66035157 (1 of 1).txt,SOUTHAMPTON,WA,-33.88263456,115.9834628,82
7486,MOMOLONG,LOCATION,18871223-436-254573483 (2 of 2).txt,MOORONG,NSW,-35.10544835,147.34845249999998,71
7487,MOMOLONG,LOCATION,18871223-436-254573483 (2 of 2).txt,MOORONG,NSW,-35.10544835,147.34845249999998,71
7488,YARRA,LOCATION,18870511-208-70028409 (1 of 1).txt,YERRA,QLD,-25.62718262,152.5210705,80
7493,KILUIORE,LOCATION,18660111-126-70059864 (1 of 1).txt,KILMORE,VIC,-37.29427363,144.9338648,71
7494,HOEATHOOTE,LOCATION,18770322-239-91839021 (1 of 1).txt,HEATHCOTE,VIC,-36.92162353,144.6863527,78
7496,KYNETON,LOCATION,18770322-239-91839021 (1 of 1).txt,KEYNETON,SA,-34.6205037,139.1051959,86
7501,BRAIDWOOD,LOCATION,18820110-7-34275783 (1 of 1).txt,BROADWOOD,WA,-30.78050962,121.44352849999999,89
7502,MUDGEE,LOCATION,18820110-7-34275783 (1 of 1).txt,BUDGEE,QLD,-27.80289538,152.0069916,83
7503,BARFOLD,LOCATION,18840126-289-93146682 (1 of 2).txt,ARNOLD,VIC,-36.67175264,143.84539660000002,83
7504,KYNETON,LOCATION,18840126-289-93146682 (1 of 2).txt,KEYNETON,SA,-34.6205037,139.1051959,86
7505,BARFOLD,LOCATION,18840126-289-93146682 (1 of 2).txt,ARNOLD,VIC,-36.67175264,143.84539660000002,83
7507,DENMARK,LOCATION,18950914-52-71222694 (2 of 2).txt,RENMARK,SA,-34.18622756,140.7350189,86
7508,DENMARK,LOCATION,18950914-52-71222694 (2 of 2).txt,RENMARK,SA,-34.18622756,140.7350189,86
7509,MALLEE,LOCATION,18940203-621-221786557 (2 of 10).txt,MALTEE,SA,-32.08878309,133.9085349,83
7513,WALGETT,LOCATION,18881107-185-209450591 (1 of 1).txt,DALGETY,NSW,-36.47697891,148.8500323,71
7519,CROOK,LOCATION,18960107-368-98564726 (1 of 3).txt,COOK,ACT,-35.25907236,149.0636756,75
7521,LOUDON,LOCATION,18790118-821-160117414 (1 of 2).txt,LOXTON,SA,-34.44128768,140.6077745,67
7525,GAMBIER,LOCATION,18671226-1093-207674600 (1 of 1).txt,DAMPIER,WA,-20.6647772,116.714079,71
7529,LOME,LOCATION,18810627-1052-212693183 (1 of 1).txt,NOME,QLD,-19.37712019,146.9248368,75
7530,SAHARA,LOCATION,18750123-122-58152155 (1 of 1).txt,BAKARA,SA,-34.68757921,139.83535419999998,67
7531,BAY,LOCATION,18931209-290-92800618 (1 of 3).txt,HAY,NSW,-34.49820018,144.8313915,67
7541,MOBILONG,LOCATION,18830421-821-159561283 (1 of 1).txt,MOLONG,NSW,-33.09581659,148.86962759999997,67
7542,WELLINGTON,LOCATION,18980121-180-66700064 (1 of 2).txt,CALLINGTON,SA,-35.13378758,139.0428483,80
7543,BALROOK,LOCATION,18790211-109-63341688 (1 of 9).txt,BOOROOK,NSW,-28.82677742,152.20152969999998,71
7544,MALWOOD,LOCATION,18790211-109-63341688 (1 of 9).txt,DALWOOD,NSW,-32.63521402,151.4107554,86
7550,STRAFFORD,LOCATION,18860119-1297-237243817 (1 of 3).txt,STRATFORD,QLD,-16.87525754,145.7319241,89
7551,GLENELG,LOCATION,18840116-7-35952278 (1 of 1).txt,GLENELLA,QLD,-21.11354031,149.1411115,86
7552,AUCKLAND,LOCATION,18950223-290-93974444 (1 of 2).txt,BUCKLAND,QLD,-24.51798909,147.7493236,88
7554,WJLLUNGA,LOCATION,18950223-290-93974444 (1 of 2).txt,WILLUNGA,SA,-35.27555781,138.5613927,88
7563,CAMPERDUWU,LOCATION,18870427-43-18913040 (1 of 1).txt,CAMPERDOWN,VIC,-38.24335818,143.13594880000002,80
7564,TERANG,LOCATION,18870427-43-18913040 (1 of 1).txt,NERANG,QLD,-27.99231118,153.3369929,83
7565,TERANG,LOCATION,18870427-43-18913040 (1 of 1).txt,NERANG,QLD,-27.99231118,153.3369929,83
7569,CANIPERDOWN,LOCATION,18870427-43-18913040 (1 of 1).txt,CAMPERDOWN,VIC,-38.24335818,143.13594880000002,80
7570,BORNEO,LOCATION,18910328-734-148137454 (1 of 1).txt,BONEO,VIC,-38.41060425,144.8876014,80
7575,WILLUOG,LOCATION,18950312-185-203152793 (1 of 2).txt,WILLUNG,VIC,-38.23397671,146.79715090000002,86
7576,PARKEA,LOCATION,18950312-185-203152793 (1 of 2).txt,PARKLEA,NSW,-33.728022499999994,150.9170053,83
7579,GLENLOGIC,LOCATION,18780327-366-100879678 (1 of 1).txt,GLENLOGAN,QLD,-27.83160115,152.9941332,78
7585,NORTH DEVON,LOCATION,18980204-715-146809034 (1 of 2).txt,NORTH ETON,QLD,-21.23548885,148.9746642,80
7590,LOUDON,LOCATION,18680106-1263-232857157 (2 of 2).txt,LOXTON,SA,-34.44128768,140.6077745,67
7592,WORINA,LOCATION,18960111-13-8887399 (2 of 8).txt,ROBINA,QLD,-28.08248261,153.3938584,67
7594,AUSTIN,LOCATION,18890608-698-161933058 (1 of 1).txt,MUSTON,SA,-35.82893594,137.7372258,67
7603,HOBART,LOCATION,18950206-10-9329479 (1 of 7).txt,MOZART,NSW,-33.81371456,149.8605201,67
7606,MOUIIT FRANKLIN,LOCATION,18750130-582-197551535 (2 of 3).txt,MOUNT FRANKLIN,VIC,-37.26539288,144.14042609999998,86
7607,ALBURY,LOCATION,18981021-436-99970030 (2 of 2).txt,AUBURN,QLD,-26.13030279,150.65171940000002,67
7610,KYNETON,LOCATION,18820201-77-52057218 (2 of 2).txt,KEYNETON,SA,-34.6205037,139.1051959,86
7611,DAYLESFORD,LOCATION,18820201-77-52057218 (2 of 2).txt,DALYSFORD,QLD,-25.03210932,151.8804799,78
7612,ELWICK,LOCATION,18900215-952-200350656 (1 of 1).txt,HOWICK,WA,-33.72485756,122.7516777,67
7615,CAPE,LOCATION,18900215-952-200350656 (1 of 1).txt,COPE,NSW,-32.29757807,149.63366240000002,75
7618,BERRIGAP,LOCATION,18871217-326-198652975 (4 of 4).txt,BERRIGAN,NSW,-35.76684459,145.75155759999998,88
7621,ST. KILDI,LOCATION,18771110-366-100878420 (1 of 1).txt,ST KILDA,SA,-34.74494403,138.5535092,88
7623,ADELUIDO,LOCATION,18771110-366-100878420 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.60388390000003,75
7624,ORANGE,LOCATION,18771110-366-100878420 (1 of 1).txt,GRANGE,SA,-34.90651166,138.50540959999998,83
7631,GRAFTON,LOCATION,18960111-291-87306619 (2 of 7).txt,GRANTON,TAS,-42.76587796,147.2196843,86
7634,PORTLAND,LOCATION,18650405-13-5735474 (1 of 2).txt,PENTLAND,QLD,-21.78924202,145.9321506,75
7635,JORDAN,LOCATION,18650405-13-5735474 (1 of 2).txt,MARDAN,VIC,-38.47970174,146.10046369999998,67
7638,ST HILDA,LOCATION,18650306-582-207000600 (1 of 1).txt,ST KILDA,SA,-34.74494403,138.5535092,88
7640,COLAC,LOCATION,18700305-170-65985925 (2 of 2).txt,COOLAC,NSW,-34.94483834,148.1698419,80
7641,COLAC,LOCATION,18700305-170-65985925 (2 of 2).txt,COOLAC,NSW,-34.94483834,148.1698419,80
7642,VAUDOIT,LOCATION,18700305-170-65985925 (2 of 2).txt,YANDOIT,VIC,-37.2054136,144.0813965,71
7643,VANDOIT,LOCATION,18700305-170-65985925 (2 of 2).txt,YANDOIT,VIC,-37.2054136,144.0813965,86
7645,ILOMEBUSH,LOCATION,18680104-366-101476735 (1 of 1).txt,HOMEBUSH,QLD,-21.28566507,149.05737319999997,88
7648,BALLARAT,LOCATION,18930210-356-135999854 (2 of 2).txt,BELLARA,QLD,-27.059337300000003,153.15314080000002,86
7650,BARFOLD,LOCATION,18840122-1093-208270508 (1 of 2).txt,ARNOLD,VIC,-36.67175264,143.84539660000002,83
7651,KJNETON,LOCATION,18840122-1093-208270508 (1 of 2).txt,KEYNETON,SA,-34.6205037,139.1051959,71
7653,SARFOLD,LOCATION,18840122-1093-208270508 (1 of 2).txt,ARNOLD,VIC,-36.67175264,143.84539660000002,83
7655,ALBURY,LOCATION,18750301-13-11512924 (1 of 1).txt,AUBURN,QLD,-26.13030279,150.65171940000002,67
7656,ALBURY,LOCATION,18750301-13-11512924 (1 of 1).txt,AUBURN,QLD,-26.13030279,150.65171940000002,67
7664,HORSHAM,LOCATION,18980209-1459-255622029 (2 of 4).txt,SHOREHAM,VIC,-38.4194643,145.0428737,86
7665,LENEVA,LOCATION,18900221-204-69562621 (1 of 1).txt,LANENA,TAS,-41.31093115,146.96419540000002,67
7676,ARALIIEN,LOCATION,18750130-319-197935178 (21 of 21).txt,ARALUEN,NSW,-35.6414263,149.8142044,71
7678,ORANGE,LOCATION,18880920-1178-228414069 (1 of 1).txt,GRANGE,SA,-34.90651166,138.50540959999998,83
7679,BRAIDWOOD,LOCATION,18880920-1178-228414069 (1 of 1).txt,BROADWOOD,WA,-30.78050962,121.44352849999999,89
7680,BRAIDWOOD,LOCATION,18880920-1178-228414069 (1 of 1).txt,BROADWOOD,WA,-30.78050962,121.44352849999999,89
7681,BRAIDWOOD,LOCATION,18880920-1178-228414069 (1 of 1).txt,BROADWOOD,WA,-30.78050962,121.44352849999999,89
7682,NEWCASTLE,LOCATION,18880920-1178-228414069 (1 of 1).txt,REDCASTLE,VIC,-36.792336299999995,144.78582509999998,78
7687,DAYLESFORD,LOCATION,18700124-185-112858055 (1 of 1).txt,DALYSFORD,QLD,-25.03210932,151.8804799,78
7689,COLAC,LOCATION,18830126-232-254652454 (1 of 1).txt,COOLAC,NSW,-34.94483834,148.1698419,80
7690,THORPDALA,LOCATION,18980120-185-215788470 (1 of 3).txt,THORNDALE,QLD,-28.71318877,151.87368519999998,78
7702,WOOLAHRA,LOCATION,18840105-966-197788455 (1 of 1).txt,BOOLARRA,VIC,-38.38981533,146.23415549999999,75
7705,TRABALGON,LOCATION,18980118-185-215788337 (1 of 1).txt,TRARALGON,VIC,-38.21008638,146.54513319999998,89
7706,MNONDARRA,LOCATION,18980118-185-215788337 (1 of 1).txt,MOONDARRA,VIC,-38.02330943,146.367509,89
7708,NEPEAN,LOCATION,18890427-350-101005573 (1 of 1).txt,NEWMAN,WA,-23.3575005,119.7312869,67
7721,ST. KILDA,LOCATION,18870209-43-18911836 (1 of 1).txt,ST KILDA,SA,-34.74494403,138.5535092,88
7722,BULLAROOK,LOCATION,18620116-189-66330794 (1 of 1).txt,TALLAROOK,VIC,-37.09850405,145.08899430000002,78
7724,BALLARAT,LOCATION,18620116-189-66330794 (1 of 1).txt,BELLARA,QLD,-27.059337300000003,153.15314080000002,86
7726,NORTHAMPTON,LOCATION,18790118-964-195862148 (1 of 1).txt,SOUTHAMPTON,WA,-33.88263456,115.9834628,82
7728,BREADA,LOCATION,18781019-366-100879158 (1 of 1).txt,NERADA,QLD,-17.56606229,145.8933492,73
7731,WOORAGEE,LOCATION,18850210-326-201592611 (1 of 1).txt,WOORREE,WA,-28.77246443,114.65405190000001,71
7737,PORTLAND,LOCATION,18510210-13-4776100 (8 of 14).txt,PENTLAND,QLD,-21.78924202,145.9321506,75
7740,PORTLAND,LOCATION,18820327-232-249294875 (1 of 1).txt,PENTLAND,QLD,-21.78924202,145.9321506,75
7744,ALBURY,LOCATION,18720316-1605-258898690 (1 of 2).txt,AUBURN,QLD,-26.13030279,150.65171940000002,67
7747,GRAFTON,LOCATION,18881024-35-13700914 (1 of 1).txt,GRANTON,TAS,-42.76587796,147.2196843,86
7749,BOMBALA,LOCATION,18860120-357-102556698 (1 of 1).txt,BOMBIRA,NSW,-32.57864331,149.6011311,71
7750,POYNTON,LOCATION,18630120-1190-244405088 (1 of 1).txt,BAYNTON,WA,-20.75655713,116.80115320000002,71
7752,GOULBON,LOCATION,18630120-1190-244405088 (1 of 1).txt,GOULBURN,NSW,-34.72892231,149.744531,71
7753,WOORAGEE,LOCATION,18850207-13-6066738 (12 of 14).txt,WOORREE,WA,-28.77246443,114.65405190000001,71
7754,ISLAND,LOCATION,18910305-275-77423344 (1 of 1).txt,MIDLAND,WA,-31.886840000000003,116.00477,83
7761,WELLINGTON,LOCATION,18820401-41-47108859 (3 of 5).txt,CALLINGTON,SA,-35.13378758,139.0428483,80
7763,NORTHAMPTON,LOCATION,18940228-1414-252752340 (3 of 4).txt,SOUTHAMPTON,WA,-33.88263456,115.9834628,82
7764,BAY,LOCATION,18720108-1190-245696392 (1 of 2).txt,HAY,NSW,-34.49820018,144.8313915,67
7766,MADRAS,LOCATION,18550212-13-4804295 (1 of 1).txt,MARDAN,VIC,-38.47970174,146.10046369999998,67
7767,MORWELL,LOCATION,18980211-101-33150385 (13 of 14).txt,NORWELL,QLD,-27.78931003,153.3004737,86
7772,HOBART,LOCATION,18811203-947-199523118 (2 of 3).txt,MOZART,NSW,-33.81371456,149.8605201,67
7773,HOBART,LOCATION,18811203-947-199523118 (2 of 3).txt,MOZART,NSW,-33.81371456,149.8605201,67
7776,HEYTESBURY,LOCATION,18880201-43-18915601 (1 of 2).txt,EYNESBURY,VIC,-37.78914543,144.5669919,89
7777,LOME,LOCATION,18810525-1052-208565456 (1 of 1).txt,NOME,QLD,-19.37712019,146.9248368,75
7784,CAMPNSPE,LOCATION,18770117-346-88245513 (3 of 3).txt,CAMPSIE,NSW,-33.91226893,151.09374880000001,71
7785,ESQ,LOCATION,18590912-13-5687924 (1 of 1).txt,ESK,QLD,-27.30833586,152.4339771,67
7786,ESQ,LOCATION,18590912-13-5687924 (1 of 1).txt,ESK,QLD,-27.30833586,152.4339771,67
7787,COLAC,LOCATION,18980430-621-221140524 (1 of 2).txt,COOLAC,NSW,-34.94483834,148.1698419,80
7788,COLAC,LOCATION,18980430-621-221140524 (1 of 2).txt,COOLAC,NSW,-34.94483834,148.1698419,80
7789,ALBURY,LOCATION,18880224-241-90348058 (1 of 2).txt,AUBURN,QLD,-26.13030279,150.65171940000002,67
7790,WONGA,LOCATION,18940314-13-8731588 (1 of 1).txt,WONNA,SA,-33.21175145,138.9438171,80
7791,ALBURY,LOCATION,18880224-241-90348058 (1 of 2).txt,AUBURN,QLD,-26.13030279,150.65171940000002,67
7792,TOATOOK,LOCATION,18881229-460-142434272 (2 of 6).txt,TOOTOOL,NSW,-35.27470874,146.973582,43
7794,KERMAN,LOCATION,18690109-13-5821999 (2 of 2).txt,DENMAN,NSW,-32.33127293,150.77060690000002,67
7796,VALLEY,LOCATION,18620301-287-90254643 (1 of 1).txt,HAGLEY,TAS,-41.52637654,146.88270419999998,67
7797,VALLEY,LOCATION,18620301-287-90254643 (1 of 1).txt,HAGLEY,TAS,-41.52637654,146.88270419999998,67
7799,BALLARAT,LOCATION,18660915-42-20309474 (1 of 2).txt,BELLARA,QLD,-27.059337300000003,153.15314080000002,86
7805,COQNAMBLE,LOCATION,18840123-41-47086538 (1 of 1).txt,COONAMBLE,NSW,-30.94977099,148.39393280000002,89
7807,GULLEWA,LOCATION,18920114-275-77390693 (1 of 1).txt,MULLEWA,WA,-28.45819207,115.5544291,86
7809,TURKEY,LOCATION,18870111-1093-207609451 (1 of 1).txt,GURLEY,NSW,-29.73433618,149.79950580000002,67
7812,COLAC,LOCATION,18790208-232-232166345 (6 of 7).txt,COOLAC,NSW,-34.94483834,148.1698419,80
7816,STROANJ,LOCATION,18800203-558-150413886 (1 of 3).txt,STRUAN,SA,-37.08739172,140.781881,83
7817,STRAAN,LOCATION,18800203-558-150413886 (1 of 3).txt,STRUAN,SA,-37.08739172,140.781881,83
7819,BRO,LOCATION,18790221-582-198858338 (3 of 5).txt,BORO,NSW,-35.153762799999996,149.6723718,67
7820,BRO,LOCATION,18790221-582-198858338 (3 of 5).txt,BORO,NSW,-35.153762799999996,149.6723718,67
7821,BRO,LOCATION,18790221-582-198858338 (3 of 5).txt,BORO,NSW,-35.153762799999996,149.6723718,67
7823,WHITE GU,LOCATION,18790221-582-198858338 (3 of 5).txt,WHITE HUT,SA,-35.051587700000006,137.0348435,88
7829,URANA,LOCATION,18941128-367-100444975 (3 of 3).txt,URANIA,SA,-34.50470963,137.5950097,80
7831,MEULBOURNE,LOCATION,18941128-367-100444975 (3 of 3).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,89
7833,BRO,LOCATION,18881228-508-108116376 (1 of 1).txt,BORO,NSW,-35.153762799999996,149.6723718,67
7838,ORANGE,LOCATION,18820225-49-60620456 (1 of 1).txt,GRANGE,SA,-34.90651166,138.50540959999998,83
7842,EUROPE,LOCATION,18820225-49-60620456 (1 of 1).txt,EUROKA,NSW,-31.07562809,152.8126709,67
7847,BOMBALA,LOCATION,18881201-698-161888468 (2 of 8).txt,BOMBIRA,NSW,-32.57864331,149.6011311,71
7848,CUONAMBLE,LOCATION,18881201-698-161888468 (2 of 8).txt,COONAMBLE,NSW,-30.94977099,148.39393280000002,89
7854,BALLARAT,LOCATION,18650302-74-38658298 (1 of 6).txt,BELLARA,QLD,-27.059337300000003,153.15314080000002,86
7864,JJNDALEE,LOCATION,18840105-698-164383093 (1 of 4).txt,JINDALEE,WA,-31.64896584,115.69552279999999,88
7867,MALLEE,LOCATION,18981022-335-165313402 (1 of 2).txt,MALTEE,SA,-32.08878309,133.9085349,83
7872,PORTLAND,LOCATION,18770210-13-5914428 (1 of 1).txt,PENTLAND,QLD,-21.78924202,145.9321506,75
7873,MOA,LOCATION,18770210-13-5914428 (1 of 1).txt,MOE,VIC,-38.16133651,146.262744,67
7875,ADELALDO,LOCATION,18770210-13-5914428 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.60388390000003,75
7876,ECHUNGA,LOCATION,18930331-714-147625469 (1 of 1).txt,ECHUCA,VIC,-36.18245189,144.71124030000001,67
7884,NEWCASTLE,LOCATION,18750212-29-2973689 (1 of 2).txt,REDCASTLE,VIC,-36.792336299999995,144.78582509999998,78
7886,NEWCASTLE,LOCATION,18750212-29-2973689 (1 of 2).txt,REDCASTLE,VIC,-36.792336299999995,144.78582509999998,78
7888,CAMDEN,LOCATION,18950913-907-194840643 (2 of 2).txt,CADDENS,NSW,-33.77412823,150.7380085,83
7889,AUCKLAND,LOCATION,18860114-1093-208428988 (1 of 1).txt,BUCKLAND,QLD,-24.51798909,147.7493236,88
7893,EUROPE,LOCATION,18670903-1093-207672061 (1 of 1).txt,EUROKA,NSW,-31.07562809,152.8126709,67
7894,TIRANA,LOCATION,18800131-508-108741076 (2 of 2).txt,TINANA,QLD,-25.55112655,152.6784236,83
7902,KOAD,LOCATION,18981105-186-68208348 (1 of 2).txt,KOAH,QLD,-16.89334534,145.56071699999998,75
7905,YARRA,LOCATION,18450129-78-31744552 (1 of 1).txt,YERRA,QLD,-25.62718262,152.5210705,80
7906,YARRA,LOCATION,18450129-78-31744552 (1 of 1).txt,YERRA,QLD,-25.62718262,152.5210705,80
7907,WINBAR,LOCATION,18871210-698-165226926 (2 of 3).txt,EWINGAR,NSW,-29.05916055,152.54436230000002,83
7914,MOUNT BAR,LOCATION,18980204-714-148070827 (1 of 2).txt,MOUNT BURR,SA,-37.5835349,140.4641611,89
7918,LODDON,LOCATION,18580130-809-154856828 (1 of 3).txt,LOXTON,SA,-34.44128768,140.6077745,67
7919,DAYLESFORD,LOCATION,18580130-809-154856828 (1 of 3).txt,DALYSFORD,QLD,-25.03210932,151.8804799,78
7925,SALO,LOCATION,18681209-13-5834326 (2 of 2).txt,SALE,VIC,-38.06892261,147.0344468,75
7928,WELLINGTON,LOCATION,18681209-13-5834326 (2 of 2).txt,CALLINGTON,SA,-35.13378758,139.0428483,80
7929,MUDGEE,LOCATION,18620923-809-155007703 (1 of 1).txt,BUDGEE,QLD,-27.80289538,152.0069916,83
7930,MACLEAY,LOCATION,18720917-65-61879754 (2 of 5).txt,MACLEOD,VIC,-37.729527000000004,145.063275,71
7934,GRAFTON,LOCATION,18950903-225-75262366 (1 of 6).txt,GRANTON,TAS,-42.76587796,147.2196843,86
7935,GRAFTON,LOCATION,18950903-225-75262366 (1 of 6).txt,GRANTON,TAS,-42.76587796,147.2196843,86
7941,BULLAROOK,LOCATION,18620303-67-60509178 (1 of 5).txt,TALLAROOK,VIC,-37.09850405,145.08899430000002,78
7944,BALLARAT,LOCATION,18760909-185-199830674 (1 of 1).txt,BELLARA,QLD,-27.059337300000003,153.15314080000002,86
7947,POINTY,LOCATION,18970101-346-88995000 (1 of 1).txt,PLENTY,VIC,-37.67840829,145.1215014,67
7948,KYNETON,LOCATION,18630113-13-6482595 (1 of 2).txt,KEYNETON,SA,-34.6205037,139.1051959,86
7952,FARINA,LOCATION,18961231-41-54477620 (1 of 1).txt,SARINA,QLD,-21.4722265,149.1450241,83
7953,GLENELG,LOCATION,18961231-41-54477620 (1 of 1).txt,GLENELLA,QLD,-21.11354031,149.1411115,86
7955,HOBART,LOCATION,18970226-10-9392247 (3 of 3).txt,MOZART,NSW,-33.81371456,149.8605201,67
7959,MOUNT ERICA,LOCATION,18580202-1324-240788701 (2 of 2).txt,MOUNT ELIZA,VIC,-38.18842969,145.08953259999998,82
7963,HOUSTON,LOCATION,18650506-1190-245510884 (1 of 1).txt,HERSTON,QLD,-27.44895517,153.02234840000003,71
7964,KYNETON,LOCATION,18650506-1190-245510884 (1 of 1).txt,KEYNETON,SA,-34.6205037,139.1051959,86
7966,ROKEBY,LOCATION,18930218-319-198032478 (1 of 10).txt,KOKEBY,WA,-32.22800847,116.93322409999999,83
7975,ROSS ’ CREEK,LOCATION,18940205-185-206495824 (1 of 1).txt,ROSS CREEK,VIC,-37.6370992,143.72611630000003,80
7980,ROCKTON,LOCATION,18950130-30-4538119 (1 of 1).txt,BROOKTON,WA,-32.42961614,116.90474409999999,86
7982,MABONG,LOCATION,18831221-436-254379791 (1 of 1).txt,MATONG,NSW,-34.76755639,146.91565319999998,83
7987,LAKELANDS,LOCATION,18880726-669-135708659 (1 of 4).txt,LANGLANDS,QLD,-26.69554885,151.00553490000001,78
7988,MAIDEN,LOCATION,18920303-275-77390162 (2 of 3).txt,MARDEN,SA,-34.89496565,138.6390154,83
7989,MURRAY,LOCATION,18920303-275-77390162 (2 of 3).txt,MARRAH,WA,-28.44742207,114.95568359999999,67
7990,MANDURAH,LOCATION,18920303-275-77390162 (2 of 3).txt,MANDURANG,VIC,-36.81840049,144.2950716,88
7995,RED SEA,LOCATION,18900131-1606-260666144 (1 of 1).txt,RED HEAD,NSW,-32.05936006,152.52930890000002,86
7997,YALETTA,LOCATION,18900131-1606-260666144 (1 of 1).txt,YALATA,SA,-31.48069575,131.8416444,67
8000,ALBURY,LOCATION,18890322-180-66088532 (1 of 1).txt,AUBURN,QLD,-26.13030279,150.65171940000002,67
8001,HARETIOLD,LOCATION,18881215-698-161890507 (3 of 3).txt,HAREFIELD,NSW,-34.9629094,147.5001922,78
8002,EGERTON,LOCATION,18790205-232-232166231 (2 of 3).txt,EVERTON,VIC,-36.43403454,146.53228169999997,86
8005,THAMES,LOCATION,18710610-698-164372088 (3 of 3).txt,THANE,QLD,-28.16222572,151.69835790000002,80
8006,THAMES,LOCATION,18710610-698-164372088 (3 of 3).txt,THANE,QLD,-28.16222572,151.69835790000002,80
8007,MOSSEL BAY,LOCATION,18710610-698-164372088 (3 of 3).txt,MASSEY BAY,WA,-24.89655482,113.6694538,80
8013,BERLIN,LOCATION,18710104-575-232444421 (1 of 2).txt,BARLIL,QLD,-26.18533642,151.88547880000002,67
8017,BALLARAT,LOCATION,18680919-13-5827593 (1 of 1).txt,BELLARA,QLD,-27.059337300000003,153.15314080000002,86
8021,OLORMONT,LOCATION,18910404-356-141002622 (1 of 1).txt,CLERMONT,QLD,-22.91270497,147.4693049,75
8022,HUGHON,LOCATION,18910404-356-141002622 (1 of 1).txt,HUGHES,NT,-12.69498183,131.09959469999998,67
8024,GHEWTON,LOCATION,18650304-460-138038258 (2 of 2).txt,NEWTON,SA,-34.88145646,138.6738761,83
8027,HWADALE,LOCATION,18650302-1324-240653748 (5 of 6).txt,OMADALE,NSW,-31.8762207,151.3016352,71
8029,MAWERA,LOCATION,18860123-326-200577153 (4 of 4).txt,MAJURA,ACT,-35.2277192,149.1967317,67
8030,ROEHFORD,LOCATION,18990114-460-138671186 (1 of 1).txt,ROCHFORD,VIC,-37.30268273,144.68716469999998,88
8033,BULGA CREEK,LOCATION,18900308-350-101008395 (1 of 1).txt,BELLA CREEK,QLD,-26.49848806,152.5787443,82
8034,CAMDEN,LOCATION,18621225-8-18692800 (1 of 1).txt,CADDENS,NSW,-33.77412823,150.7380085,83
8039,BOMBALA,LOCATION,18950909-508-109878808 (3 of 8).txt,BOMBIRA,NSW,-32.57864331,149.6011311,71
8041,WELLINGTON,LOCATION,18730201-821-159467594 (2 of 2).txt,CALLINGTON,SA,-35.13378758,139.0428483,80
8042,ELSTEMWICK,LOCATION,18900311-334-164929411 (2 of 2).txt,ELSTERNWICK,VIC,-37.88455194,145.00099709999998,80
8047,BLACKWOOD,LOCATION,18830427-30-2988670 (1 of 1).txt,BLACKFORD,SA,-36.85669171,140.0402435,78
8051,COLAC,LOCATION,18790208-232-232166378 (2 of 2).txt,COOLAC,NSW,-34.94483834,148.1698419,80
8053,COLAC,LOCATION,18790208-232-232166378 (2 of 2).txt,COOLAC,NSW,-34.94483834,148.1698419,80
8054,HOATHCOTO,LOCATION,18650304-319-197035153 (14 of 22).txt,HEATHCOTE,NSW,-34.07405071,151.00515380000002,78
8055,BAY,LOCATION,18580206-1324-240788744 (1 of 1).txt,HAY,NSW,-34.49820018,144.8313915,67
8057,BAY,LOCATION,18580206-1324-240788744 (1 of 1).txt,HAY,NSW,-34.49820018,144.8313915,67
